ixdat version = 0.2.1dev
name = RuO2 G-450OX-10cyc.txt AND timescan-RuO2G-450Ox-CV-10cyc.txt
technique = EC-MS
tstamp = 1608572231.4
backend_name = BackendBase(none, address=none)
id = 6
timecol 'projected time / [s]' for: 'Ewe/V' and 'I/mA' and 'selector' and 'M4' and 'M28' and 'M45' and 'M31' and 'M32' and 'M44' and 'M18'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V", "<Ewe>/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"], "time/s": ["projected time / [s]"]}
time_step = 2
N_header_lines = 12

projected time / [s],	Ewe/V,	I/mA,	selector,	M4,	M28,	M45,	M31,	M32,	M44,	M18
1924,	0.5477999999523163,	-0.0032542000074386596,	0.0,	1.0108624002456665e-11,	6.066500994253159e-13,	9.065645771932602e-14,	9.415959295845031e-14,	3.3749486023426056e-13,	1.393237804746628e-13,	5.0215886005878445e-12
1926,	0.5377999999523163,	-0.003695599982023239,	0.0,	1.014897358681878e-11,	5.901195834872183e-13,	9.08359645880914e-14,	9.733045751583122e-14,	3.233914128190929e-13,	1.3902020680788545e-13,	4.987576220894376e-12
1928,	0.5277999999523163,	-0.0034573999979496,	0.0,	1.0133325366274793e-11,	6.085095591013378e-13,	8.656376564436438e-14,	1.0056329202874347e-13,	3.2952418140070564e-13,	1.3667613372246892e-13,	4.9742e-12
1930,	0.5177999999523163,	-0.0036907999918460847,	0.0,	1.0065e-11,	6.06042908624318e-13,	8.720094532891267e-14,	1.0001049095173038e-13,	3.358398190779567e-13,	1.4286000052018595e-13,	4.999443638468025e-12
1932,	0.5077999999523163,	-0.003699,	0.0,	1.0121e-11,	6.033087072793625e-13,	8.5e-14,	1.012564411631767e-13,	3.2291422818804773e-13,	1.389462725864542e-13,	4.988211622784595e-12
1934,	0.4977999999523163,	-0.003811999999761581,	0.0,	1.0109958986738561e-11,	6.155267307120994e-13,	8.5e-14,	1.0103916382164685e-13,	3.3684401746096493e-13,	1.406831862826331e-13,	5.0255257654026295e-12
1936,	0.48779999995231627,	-0.003846600002288818,	0.0,	1.0134076144608993e-11,	6.092616289727256e-13,	8.513950216404217e-14,	9.686361397292775e-14,	3.3006969604895596e-13,	1.3865629536458561e-13,	4.986622337378543e-12
1938,	0.47779999995231626,	-0.00398380000114441,	0.0,	1.0036021977126236e-11,	6.044968112548446e-13,	8.633802494763422e-14,	9.622501188203196e-14,	3.316472153142985e-13,	1.312876521076883e-13,	5.023692853997554e-12
1940,	0.4677999999523163,	-0.0041994000062942505,	0.0,	1.0152849286456005e-11,	6.092984420221681e-13,	9.062162835039369e-14,	9.230564035751129e-14,	3.2123600790471607e-13,	1.357419040561988e-13,	4.9742e-12
1942,	0.4577999999523163,	-0.004309799997091294,	0.0,	1.0091368927445306e-11,	6.117258639477386e-13,	8.547249885535958e-14,	9.527997676993352e-14,	3.344748736705852e-13,	1.381134564668596e-13,	5.0009e-12
1944,	0.45220000004768374,	-0.0024833999941349027,	0.0,	9.988314285714286e-12,	6.085328571428572e-13,	8.625185714285714e-14,	9.391642857142857e-14,	3.3070071428571427e-13,	1.3578428571428571e-13,	5.022635714285714e-12
1946,	0.46220000004768375,	-0.0015093999903202056,	0.0,	1.0037393879256171e-11,	6.086732971335639e-13,	8.659228233560769e-14,	9.3526e-14,	3.3362281344746673e-13,	1.4231384995398735e-13,	4.988560414749472e-12
1948,	0.4722000000476837,	-0.0007863199934720992,	0.0,	1.0097393404065e-11,	6.039480465604113e-13,	9.043294846608342e-14,	9.470025782984359e-14,	3.2650953534265705e-13,	1.3433128226787104e-13,	4.989315303982453e-12
1950,	0.4822000000476837,	-0.00020606000239849093,	0.0,	1.0111671270914581e-11,	6.031007516657527e-13,	8.379861437195652e-14,	1.0224e-13,	3.251342819505605e-13,	1.3861863662702437e-13,	5.0009e-12
1952,	0.4922000000476837,	0.0002891200013875961,	0.0,	1.0135576082671237e-11,	6.1098e-13,	8.626612551448216e-14,	9.421669250827278e-14,	3.3508989576203594e-13,	1.3947080443791627e-13,	4.958211287031308e-12
1954,	0.5022000000476837,	0.0005945000000715256,	0.0,	1.0127694409555721e-11,	5.896232894941629e-13,	8.5e-14,	9.432458248303415e-14,	3.2600015310831297e-13,	1.3711765389557845e-13,	4.992451876572262e-12
1956,	0.5122000000476837,	0.0009601,	0.0,	1.0085060129744632e-11,	6.052081004081545e-13,	8.68691985890779e-14,	9.550148752518864e-14,	3.303e-13,	1.355148889717063e-13,	4.967792791205746e-12
1958,	0.5222000000476837,	0.0012974000017642975,	0.0,	1.0135e-11,	6.067549602536125e-13,	8.62603508800346e-14,	1.0036547268351126e-13,	3.346273033375021e-13,	1.3699106192313986e-13,	4.9901183389294816e-12
1960,	0.5322000000476838,	0.0015977999982833863,	0.0,	1.0113367511176625e-11,	5.954214200547515e-13,	8.827875797298246e-14,	9.796178232894982e-14,	3.288493182875497e-13,	1.3446414264448526e-13,	4.962101728764411e-12
1962,	0.5422000000476838,	0.0017860000045299528,	0.0,	1.0078087574408701e-11,	6.057506531116057e-13,	8.723002919656813e-14,	9.526577053374205e-14,	3.2348209800121685e-13,	1.340955393820442e-13,	4.960033195688265e-12
1964,	0.5522000000476838,	0.0018795999977588654,	0.0,	1.0078691869219776e-11,	6.018474443811704e-13,	8.547796136661062e-14,	9.786e-14,	3.212432820037563e-13,	1.3637577943020473e-13,	4.9476e-12
1966,	0.5622000000476838,	0.0021535999977588655,	0.0,	1.0031714957009518e-11,	6.02323838256651e-13,	8.37634054140981e-14,	1.0165740359242757e-13,	3.3130747901613644e-13,	1.4011557844543455e-13,	4.968732360601945e-12
1968,	0.5722000000476837,	0.0022732000024318698,	0.0,	1.0158446594815484e-11,	6.069977148851666e-13,	8.525203326541105e-14,	9.594546528405492e-14,	3.229800969414599e-13,	1.3398495135450692e-13,	4.983072343721825e-12
1970,	0.5822000000476837,	0.0025021999995708468,	0.0,	1.0051120578419401e-11,	5.950599048196598e-13,	8.604266906180356e-14,	9.329835308648228e-14,	3.2284659360335546e-13,	1.3361438246398398e-13,	4.978304878043772e-12
1972,	0.5922000000476837,	0.0025510000011920927,	0.0,	1.0065e-11,	5.975506868496436e-13,	8.5e-14,	9.215749350086461e-14,	3.2872012716204697e-13,	1.3901e-13,	4.957260831606794e-12
1974,	0.6022000000476837,	0.00263740000128746,	0.0,	1.001e-11,	5.953954520624523e-13,	8.5e-14,	9.59188939013334e-14,	3.205418237374624e-13,	1.363302402628816e-13,	4.942869037378924e-12
1976,	0.6122000000476837,	0.002658400001049042,	0.0,	1.0120130250105353e-11,	6.04000461246714e-13,	8.190548655658642e-14,	9.643383293477462e-14,	3.168254100082276e-13,	1.3547352749553504e-13,	4.965918543683151e-12
1978,	0.6222000000476837,	0.002807599996805191,	0.0,	1.0077853578605572e-11,	6.086122288599167e-13,	8.272574027662941e-14,	9.110882077951234e-14,	3.2011455450179875e-13,	1.321982497111599e-13,	4.963615507838381e-12
1980,	0.6322000000476837,	0.0028368000016212465,	0.0,	1.001e-11,	5.938366398349309e-13,	8.932573174830497e-14,	9.322673961056291e-14,	3.2595e-13,	1.3092877761170778e-13,	4.9942e-12
1982,	0.6422000000476837,	0.0026892000100612636,	0.0,	1.0089577152049874e-11,	5.936981552687631e-13,	8.608347827787276e-14,	9.851316532510447e-14,	3.153862156096778e-13,	1.346005197094256e-13,	4.992561922766726e-12
1984,	0.6522000000476837,	0.00286500000500679,	0.0,	1.0098985127643681e-11,	5.997391827316699e-13,	8.462527885668096e-14,	9.747243127462431e-14,	3.2511219225002223e-13,	1.3374334556890419e-13,	4.985643117978866e-12
1986,	0.6622000000476838,	0.0030287999968528745,	0.0,	1.0124662390352167e-11,	6.021400791041299e-13,	8.390337568883669e-14,	9.250449302984587e-14,	3.208771872656708e-13,	1.403391212404356e-13,	4.9672414583308815e-12
1988,	0.6722000000476838,	0.002846800006389618,	0.0,	1.0154814348785218e-11,	6.059794928847443e-13,	8.9771e-14,	9.786e-14,	3.1241606742752243e-13,	1.3615053577340147e-13,	4.9555036382452664e-12
1990,	0.6822000000476838,	0.002893599999189377,	0.0,	1.0133105188446208e-11,	5.931520062514393e-13,	8.572450955059776e-14,	9.472534638344391e-14,	3.227193976945548e-13,	1.3736661245949512e-13,	4.980348692138112e-12
1992,	0.6922000000476837,	0.003184399998426437,	0.0,	1.0102918364925917e-11,	5.879353362825564e-13,	8.46937315967626e-14,	9.67643757655055e-14,	3.1728489840102003e-13,	1.3618705513678483e-13,	4.987406993055277e-12
1994,	0.7022000000476837,	0.003023999999761581,	0.0,	1.0176209565856812e-11,	6.05720726334899e-13,	8.8173e-14,	9.76444822453421e-14,	3.2881831543672704e-13,	1.3015331115317725e-13,	4.982230907836489e-12
1996,	0.7122000000476837,	0.0032085999910831447,	0.0,	1.0114970898130507e-11,	6.063851587657456e-13,	8.405947631018654e-14,	9.456820622052866e-14,	3.1681346283479486e-13,	1.3371459752003028e-13,	4.949545301430719e-12
1998,	0.7222000000476837,	0.0032025999970436096,	0.0,	1.0069489795729225e-11,	6.091558600795471e-13,	8.51355918310226e-14,	9.316204955539213e-14,	3.0817148686565934e-13,	1.3901e-13,	4.995788046862582e-12
2000,	0.7322000000476837,	0.003364199999332428,	0.0,	1.0107e-11,	6.108351769990146e-13,	8.413321344169935e-14,	8.995502205337976e-14,	3.2696406702232487e-13,	1.3651567461631145e-13,	4.9416329188347736e-12
2002,	0.7422000000476837,	0.003285000004053116,	0.0,	1.0093307997703554e-11,	5.904145976543426e-13,	8.826713729810714e-14,	1.0161172458362579e-13,	3.303772194242478e-13,	1.336110602903366e-13,	4.987207402181626e-12
2004,	0.7522000000476837,	0.0033215999879837037,	0.0,	1.0064884583400463e-11,	5.888648333771977e-13,	8.975219129124291e-14,	9.139060446935984e-14,	3.233388892547031e-13,	1.3364135424745294e-13,	5.000871880319386e-12
2006,	0.7622000000476837,	0.0035231999940872195,	0.0,	1.0065e-11,	5.871163062416839e-13,	8.51470535873666e-14,	9.786e-14,	3.160632823003535e-13,	1.4062381817401955e-13,	4.996207559762065e-12
2008,	0.7722000000476837,	0.0036439999985694886,	0.0,	1.0116062133846482e-11,	6.0048e-13,	8.98408726534103e-14,	9.09363485140047e-14,	3.078867919606585e-13,	1.313e-13,	4.993609219585204e-12
2010,	0.7822000000476838,	0.0035853999996185307,	0.0,	1.0202797371859708e-11,	6.041672498194866e-13,	8.5e-14,	9.754460628589936e-14,	3.1746368575747437e-13,	1.311662428237698e-13,	4.994128110282446e-12
2012,	0.7922000000476838,	0.003697399999856949,	0.0,	1.0133321768820215e-11,	5.966519837855305e-13,	8.14129963811017e-14,	9.18289236819852e-14,	3.1582315553892e-13,	1.3368419634510077e-13,	4.971011360758407e-12
2014,	0.8022000000476838,	0.0037082000012397765,	0.0,	1.0062965448688516e-11,	5.80219958082911e-13,	8.5e-14,	9.229577552429677e-14,	3.1703265206756644e-13,	1.3831825255409547e-13,	4.995173678127638e-12
2016,	0.8122000000476838,	0.003786599993944168,	0.0,	1.0075606918606994e-11,	6.039075359218181e-13,	8.454604853833854e-14,	9.649723671908801e-14,	3.2137112080539843e-13,	1.3242641617497885e-13,	4.985373528444894e-12
2018,	0.8222000000476837,	0.0038994000036716462,	0.0,	1.0075148698746374e-11,	5.938743493909136e-13,	8.3946e-14,	9.585940893440409e-14,	3.1826085502975687e-13,	1.360626393845787e-13,	4.961362825136143e-12
2020,	0.8322000000476837,	0.003988799999713898,	0.0,	1.0025416337961141e-11,	6.0048e-13,	8.5e-14,	9.50841988432006e-14,	3.1050191915216855e-13,	1.353135038941309e-13,	4.958011613753466e-12
2022,	0.8422000000476837,	0.0040213999996185305,	0.0,	1.0021975141599214e-11,	5.966646150445859e-13,	8.772066296436067e-14,	9.768237834106312e-14,	3.15065384181847e-13,	1.3044112389416945e-13,	4.954682838497305e-12
2024,	0.8522000000476837,	0.003909399999141693,	0.0,	1.0105964493272436e-11,	5.924168560095461e-13,	8.427134704545588e-14,	9.41914530975012e-14,	3.1017e-13,	1.3221060131318297e-13,	4.959846453876946e-12
2026,	0.8622000000476837,	0.00400940000796318,	0.0,	1.005683364039111e-11,	5.960873595166673e-13,	8.655861686651821e-14,	1.0018520146298891e-13,	3.180423134580009e-13,	1.3713661474492145e-13,	4.961864363674678e-12
2028,	0.8722000000476837,	0.004281000005483627,	0.0,	1.0101912930890314e-11,	5.919793474539516e-13,	8.2899e-14,	9.508630964258425e-14,	3.1499979758601723e-13,	1.3542701451068172e-13,	4.9476e-12
2030,	0.8822000000476837,	0.004327400002241135,	0.0,	1.0065745888734928e-11,	5.919754237095747e-13,	8.73754555795645e-14,	9.217713614718987e-14,	3.1312632794171043e-13,	1.333399290468278e-13,	4.964296034660191e-12
2032,	0.8922000000476837,	0.004576199995994568,	0.0,	1.004162357750157e-11,	6.0966e-13,	8.68016846358335e-14,	9.2840008256137e-14,	3.0705e-13,	1.3297074466972986e-13,	4.944752326713827e-12
2034,	0.9022000000476837,	0.0045786000032424935,	0.0,	1.001e-11,	5.969849305785423e-13,	8.563820946202132e-14,	9.387791231892345e-14,	3.177040781420206e-13,	1.356464275182205e-13,	4.956371454450256e-12
2036,	0.9122000000476838,	0.004610600009679795,	0.0,	1.0066374753667956e-11,	5.918494984202975e-13,	8.616079390193065e-14,	9.444947045962472e-14,	3.1158132217926067e-13,	1.3106663431770595e-13,	4.941603007992279e-12
2038,	0.9222000000476838,	0.004859199997901916,	0.0,	1.015572211528191e-11,	5.986074107428969e-13,	8.419999992743783e-14,	9.296768227234069e-14,	3.145424388911599e-13,	1.3901e-13,	4.961427980964374e-12
2040,	0.9322000000476838,	0.0048103999979496005,	0.0,	1.009170942529889e-11,	5.980702195386194e-13,	8.2899e-14,	9.156196235709516e-14,	3.180516413758999e-13,	1.337653517259667e-13,	4.959213235648598e-12
2042,	0.9422000000476837,	0.0050993999900817875,	0.0,	1.008747294462501e-11,	5.945844088568449e-13,	8.714906188467754e-14,	9.554100614274298e-14,	3.1202609210172686e-13,	1.3188e-13,	4.970483566030366e-12
2044,	0.9522000000476837,	0.005211400004148483,	0.0,	1.0126966134691924e-11,	5.975180053358215e-13,	8.469873005094712e-14,	9.514154404407715e-14,	3.189585895062178e-13,	1.3554439191485115e-13,	4.951613918666292e-12
2046,	0.9622000000476837,	0.005300600000619888,	0.0,	1.0043192416109777e-11,	6.027010481522209e-13,	8.5311618218334e-14,	9.297830083796385e-14,	3.1269571471601304e-13,	1.2953e-13,	4.9716795891414566e-12
2048,	0.9722000000476837,	0.005438999999523163,	0.0,	1.0044407198852254e-11,	5.96573519371687e-13,	8.805647347783958e-14,	9.5147e-14,	3.027660937089458e-13,	1.30984285265451e-13,	4.973346935729846e-12
2050,	0.9822000000476837,	0.005473199998378754,	0.0,	1.0078504313436677e-11,	5.903610172510089e-13,	8.198705517553082e-14,	9.189530841095054e-14,	3.2130936915817487e-13,	1.3813164450172575e-13,	4.945562580879789e-12
2052,	0.9922000000476837,	0.005639000002384186,	0.0,	1.004827738930482e-11,	5.822173943603298e-13,	8.507996448386968e-14,	9.637898478734145e-14,	3.173122805666501e-13,	1.388742441236764e-13,	4.976667416865349e-12
2054,	1.0022000000476836,	0.0057690000030994415,	0.0,	1.0115290574392797e-11,	5.911924653050849e-13,	8.432605305505414e-14,	9.507854187518336e-14,	3.1140015179473263e-13,	1.3069004047859536e-13,	4.9942e-12
2056,	1.0122000000476836,	0.005688600010633468,	0.0,	1.0083175425616486e-11,	6.018154378966415e-13,	8.499324589638365e-14,	9.392414056779047e-14,	3.1280403351539914e-13,	1.2908210565657248e-13,	4.941115785940981e-12
2058,	1.0222000000476836,	0.006005600002765655,	0.0,	1.0131686380326093e-11,	5.947817854825178e-13,	8.55447606761683e-14,	9.181994010332412e-14,	3.0908552434220925e-13,	1.3004240695561558e-13,	4.954321501030796e-12
2060,	1.0322000000476836,	0.0061726000003814695,	0.0,	1.0053818366352712e-11,	6.038618157902507e-13,	8.998351280964894e-14,	9.92668383374177e-14,	3.1215423171631874e-13,	1.280042207475863e-13,	4.953007844636688e-12
2062,	1.0422000000476837,	0.006326000000715256,	0.0,	1.0051e-11,	5.890237278016771e-13,	8.4475e-14,	9.824198230129903e-14,	3.1638278121402557e-13,	1.377207692597079e-13,	4.9476e-12
2064,	1.0522000000476837,	0.006428600004911423,	0.0,	1.0119219735144313e-11,	5.897719226194519e-13,	8.422935011205434e-14,	9.98985195867087e-14,	3.0977325526073244e-13,	1.3417370293475625e-13,	4.945134487121028e-12
2066,	1.0622000000476837,	0.006749799998283386,	0.0,	1.0107e-11,	5.97367686996284e-13,	8.182812152425594e-14,	9.3526e-14,	3.090450477911081e-13,	1.3352840903938084e-13,	4.9476e-12
2068,	1.0722000000476837,	0.006960399998426438,	0.0,	1.0089406709611823e-11,	5.966967796781702e-13,	8.803709662424714e-14,	9.892826162025781e-14,	3.1418210135496125e-13,	1.4311486559829413e-13,	4.924587959508853e-12
2070,	1.0822000000476837,	0.007172799999237061,	0.0,	1.0059494646472064e-11,	6.018e-13,	8.78553911501066e-14,	9.138112425639009e-14,	3.181881327284746e-13,	1.3425e-13,	4.950262589160782e-12
2072,	1.0922000000476837,	0.007403000004053116,	0.0,	1.0068014358957511e-11,	5.901e-13,	8.824181350877288e-14,	9.755778898337412e-14,	3.234470322387526e-13,	1.3178703428299213e-13,	4.98592392088793e-12
2074,	1.1022000000476837,	0.007681200005054473,	0.0,	1.006479269351798e-11,	6.079276870809141e-13,	8.656152994471419e-14,	9.571917692753064e-14,	3.093784500674303e-13,	1.359337505619194e-13,	4.950851134900667e-12
2076,	1.1122000000476837,	0.008085200005292894,	0.0,	1.0144967466019081e-11,	5.946442586734163e-13,	8.247917889628405e-14,	9.318943339817405e-14,	3.0935790432137636e-13,	1.317833014810698e-13,	4.973105455062322e-12
2078,	1.1222000000476837,	0.00847540001153946,	0.0,	1.0108641274130029e-11,	5.906588147633194e-13,	8.664705579329729e-14,	9.342111476750005e-14,	3.0851855758418407e-13,	1.4225986151892718e-13,	4.9731605263843155e-12
2080,	1.1322000000476837,	0.009170200003147125,	0.0,	1.0055702581457334e-11,	6.023442223180495e-13,	8.493542517606296e-14,	8.917364410123244e-14,	3.0937640882581426e-13,	1.4117804777024537e-13,	4.946952466691934e-12
2082,	1.1422000000476837,	0.009789400001764297,	0.0,	1.0015980582079301e-11,	5.8881e-13,	8.517234950173988e-14,	9.786e-14,	3.1470819418754007e-13,	1.4331413600460913e-13,	4.947670485677177e-12
2084,	1.1522000000476837,	0.01086800000667572,	0.0,	1.0021954901855388e-11,	6.00199029122665e-13,	8.453970436571216e-14,	9.488103424532032e-14,	3.1940743521786754e-13,	1.4096631292083093e-13,	4.948294784652817e-12
2086,	1.1622000000476838,	0.012344000000953674,	0.0,	1.001679960436167e-11,	5.935628229041877e-13,	8.535059423464813e-14,	9.506093886669978e-14,	3.1710221118990403e-13,	1.3850950640529273e-13,	4.929989732467526e-12
2088,	1.1722000000476838,	0.015088000018596651,	0.0,	1.0026521696316793e-11,	6.054572453115883e-13,	8.468588871339881e-14,	9.331221323079235e-14,	3.214788113393682e-13,	1.3697631128201275e-13,	4.956876036727259e-12
2090,	1.1822000000476838,	0.020754000039100648,	0.0,	1.0081403772141153e-11,	6.018267548290438e-13,	8.97011567041831e-14,	9.351587353853371e-14,	3.405396607259215e-13,	1.404745944219509e-13,	4.9375416978278945e-12
2092,	1.1922000000476838,	0.031580000083446504,	0.0,	1.0037243585975531e-11,	5.938698719899064e-13,	8.381765371909493e-14,	9.25690384453509e-14,	3.750660263262093e-13,	1.4041769236195234e-13,	4.9501807693302454e-12
2094,	1.2022000000476838,	0.05332800013542176,	0.0,	1.0065e-11,	5.952976886028771e-13,	8.500024535211067e-14,	1.0639631390561273e-13,	4.716318803484987e-13,	1.4472611046525253e-13,	4.987631953901659e-12
2096,	1.2122000000476838,	0.09179200023651123,	0.0,	9.891278736120477e-12,	5.9528e-13,	8.301681555347859e-14,	1.0556851484504122e-13,	6.674325449818541e-13,	1.388426096360055e-13,	4.9782149532925444e-12
2098,	1.2222000000476838,	0.1527800003528595,	0.0,	9.9551e-12,	6.039962487421625e-13,	8.798176485511033e-14,	1.2890202149520648e-13,	1.0530295478573725e-12,	1.3880475219645133e-13,	4.903896695388883e-12
2100,	1.2322000000476838,	0.24108000049591066,	0.0,	9.734899142367143e-12,	5.977549309552294e-13,	8.638874480355296e-14,	1.4979537497561883e-13,	1.7491849720324412e-12,	1.4267288349891555e-13,	4.943198585532732e-12
2102,	1.2422000000476838,	0.3588200006484985,	0.0,	9.40365788696697e-12,	5.982434475126105e-13,	8.96680746818441e-14,	2.1494926904906428e-13,	3.0433236750608532e-12,	1.4745933927796824e-13,	4.967511865198297e-12
2104,	1.2522000000476836,	0.5093000008106232,	0.0,	8.982988138367495e-12,	6.0966e-13,	9.085586499359207e-14,	3.266075507783787e-13,	5.3792363177785124e-12,	1.5406637147393246e-13,	4.9509e-12
2106,	1.2577999999523162,	0.6044799989461899,	0.0,	8.571730941248508e-12,	6.10219185259029e-13,	8.96553485796612e-14,	4.65788599642712e-13,	8.02781861757995e-12,	1.5681924582026927e-13,	5.036116500510099e-12
2108,	1.2477999999523164,	0.4113599991798401,	0.0,	8.325307170067565e-12,	6.229625776847078e-13,	9.113326078547864e-14,	5.648812908234821e-13,	9.872509208010955e-12,	1.5853e-13,	5.045202006245336e-12
2110,	1.2377999999523164,	0.2643399994134903,	0.0,	8.368671944587517e-12,	6.288991007129622e-13,	9.3526e-14,	5.807601162469576e-13,	1.0229605207796812e-11,	1.6133058139723778e-13,	5.0997340672865865e-12
2112,	1.2277999999523164,	0.15805999958515166,	0.0,	8.546258924450466e-12,	6.242666141986604e-13,	8.605911808263711e-14,	5.684944839313546e-13,	9.776818202467511e-12,	1.711347903206849e-13,	5.103255306604337e-12
2114,	1.2177999999523164,	0.08776999975204468,	0.0,	8.71121388174391e-12,	6.341562660548104e-13,	9.23566606794537e-14,	4.916592799203205e-13,	8.776846610975535e-12,	1.6371142602768013e-13,	5.121317942237023e-12
2116,	1.2077999999523163,	0.047365999858379366,	0.0,	8.9530694602428e-12,	6.290188677366113e-13,	9.233391350668314e-14,	4.1949203327873696e-13,	7.547449708926887e-12,	1.59923206419668e-13,	5.121696969564742e-12
2118,	1.1977999999523163,	0.02647799992799759,	0.0,	9.184295815798155e-12,	6.244635524479894e-13,	8.777322889402804e-14,	3.740443353184561e-13,	6.383479271830645e-12,	1.6268354880966864e-13,	5.127186046596652e-12
2120,	1.1877999999523163,	0.015773999960422516,	0.0,	9.366702563624001e-12,	6.189247480258678e-13,	9.101959420842778e-14,	3.057871160853967e-13,	5.338365713964954e-12,	1.599924188288114e-13,	5.077915300239195e-12
2122,	1.1777999999523163,	0.010403999981880187,	0.0,	9.469247793032919e-12,	6.237906873622662e-13,	8.852265371985752e-14,	2.697962467616311e-13,	4.479613256992956e-12,	1.6108880382422464e-13,	5.098425256726897e-12
2124,	1.1677999999523163,	0.007691599985122681,	0.0,	9.52910801239203e-12,	6.142743678468465e-13,	8.644887356936929e-14,	2.4166943761891064e-13,	3.7362434562948705e-12,	1.5513741524674645e-13,	5.0386288605886975e-12
2126,	1.1577999999523163,	0.0063451999907493594,	0.0,	9.660532776552604e-12,	6.065103659124983e-13,	9.052270874099459e-14,	2.2281420412207597e-13,	3.15333207306482e-12,	1.5790731516676355e-13,	5.076388449290746e-12
2128,	1.1477999999523163,	0.005644599995851517,	0.0,	9.761338776831364e-12,	6.095775517766937e-13,	8.89702650436591e-14,	1.9651244832525397e-13,	2.6577306018992856e-12,	1.5670795931266853e-13,	5.071991836027302e-12
2130,	1.1377999999523163,	0.004893999999761581,	0.0,	9.7933e-12,	5.9918e-13,	8.890173311471834e-14,	1.8535535628631035e-13,	2.337266379811492e-12,	1.6240166476844425e-13,	5.0706024891354145e-12
2132,	1.1277999999523163,	0.0046103999857902535,	0.0,	9.844660911466687e-12,	6.122985743585071e-13,	8.526288557965205e-14,	1.7638017429532966e-13,	1.983688649193273e-12,	1.5719183308524078e-13,	5.0347e-12
2134,	1.1177999999523163,	0.0043957999958992005,	0.0,	9.909527773465923e-12,	6.063087278680573e-13,	8.602499100169779e-14,	1.5386367256851808e-13,	1.7630926728110598e-12,	1.5232867741935485e-13,	5.0469809774436096e-12
2136,	1.1077999999523163,	0.004142799998044967,	0.0,	9.921335133815555e-12,	6.115938953714402e-13,	8.532772091293548e-14,	1.4868e-13,	1.5675556783316084e-12,	1.5791e-13,	5.005085650259819e-12
2138,	1.0977999999523163,	0.003719400005340576,	0.0,	9.948740048758476e-12,	6.0835e-13,	8.2899e-14,	1.3296490235985107e-13,	1.3910074668895035e-12,	1.5656733150717848e-13,	5.027115254635023e-12
2140,	1.0877999999523162,	0.003604599994659424,	0.0,	1.0005024338194128e-11,	5.892785641445603e-13,	8.552946842021692e-14,	1.3430801426190016e-13,	1.2975205704760069e-12,	1.5352471486882362e-13,	5.073125763801451e-12
2142,	1.0777999999523162,	0.0033088000009059908,	0.0,	1.001e-11,	5.904007277930058e-13,	8.653250511542795e-14,	1.183431960974755e-13,	1.1457374949851867e-12,	1.4896516148653967e-13,	5.02947981450731e-12
2144,	1.0677999999523162,	0.002968799996614456,	0.0,	1.0064375463403965e-11,	6.160340143862128e-13,	8.449842012235128e-14,	1.2212479585630275e-13,	1.0501565048721813e-12,	1.5336141219138807e-13,	5.060179921920129e-12
2146,	1.0577999999523162,	0.0027479999969005583,	0.0,	1.0063052622284766e-11,	5.95696030693709e-13,	8.310467849359624e-14,	1.2230675481993352e-13,	9.63782999405893e-13,	1.5092597036582762e-13,	5.022159526110597e-12
2148,	1.0477999999523162,	0.0024278000016212465,	0.0,	9.996800586218387e-12,	5.838053937826626e-13,	8.447958296169554e-14,	1.179005524397207e-13,	9.075131107383877e-13,	1.5112e-13,	5.0276058175064e-12
2150,	1.0377999999523162,	0.0020018000042438507,	0.0,	1.0105508875447475e-11,	6.080244378060322e-13,	8.908850292909164e-14,	1.1936751473363078e-13,	8.388213611253167e-13,	1.534926627047807e-13,	4.981275739738186e-12
2152,	1.0277999999523162,	0.0018536000030040742,	0.0,	1.0089528673829728e-11,	6.0572e-13,	8.96496406100735e-14,	1.1139163271074962e-13,	8.034112535371793e-13,	1.5588100122592093e-13,	5.060442470757812e-12
2154,	1.0177999999523162,	0.001478000000476837,	0.0,	1.0093e-11,	5.91196566988571e-13,	8.705870022177162e-14,	1.1364729772510102e-13,	7.509569628010564e-13,	1.5226646974011903e-13,	5.003430567897101e-12
2156,	1.0077999999523162,	0.0012357999920845032,	0.0,	1.0122479672755952e-11,	5.967760990697071e-13,	8.775556082036347e-14,	1.0641487764207894e-13,	7.2207e-13,	1.4752447145579504e-13,	4.988916258209268e-12
2158,	0.9977999999523163,	0.0006114999998092652,	0.0,	1.0045618244039835e-11,	6.082392423305299e-13,	8.31747821773734e-14,	1.1022246544662278e-13,	6.686347044911327e-13,	1.540669832832248e-13,	5.024355916806719e-12
2160,	0.9877999999523163,	0.000300439999961853,	0.0,	1.011277822237804e-11,	5.855237844365576e-13,	8.786208711529506e-14,	1.064232591872499e-13,	6.392943574084334e-13,	1.5286645668186361e-13,	4.976136760434942e-12
2162,	0.9777999999523163,	-0.0001976600060462952,	0.0,	1.0051e-11,	6.012994309743058e-13,	8.419908955888927e-14,	1.0669886187350004e-13,	6.12926260484421e-13,	1.5161345530317806e-13,	4.992919918903759e-12
2164,	0.9677999999523162,	-0.0008086600091218949,	0.0,	1.009199186128253e-11,	5.95056818591926e-13,	8.550538746664109e-14,	1.0341606315475338e-13,	5.81303613582957e-13,	1.4911749246166187e-13,	4.997158303525213e-12
