ixdat version = 0.2.1dev
name = RuO2 G-450OX-10cyc.txt AND timescan-RuO2G-450Ox-CV-10cyc.txt
technique = EC-MS
tstamp = 1608572231.4
backend_name = BackendBase(none, address=none)
id = 6
timecol 'projected time / [s]' for: 'Ewe/V' and 'I/mA' and 'selector' and 'M4' and 'M28' and 'M45' and 'M31' and 'M32' and 'M44' and 'M18'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V", "<Ewe>/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"], "time/s": ["projected time / [s]"]}
time_step = 2
N_header_lines = 12

projected time / [s],	Ewe/V,	I/mA,	selector,	M4,	M28,	M45,	M31,	M32,	M44,	M18
524,	1.07,	0.004535,	0.0,	9.8469e-12,	6.574424968475127e-13,	9.078111179277795e-14,	1.3105529143310579e-13,	1.322037219108077e-12,	1.7085274594363236e-13,	4.962821815736861e-12
526,	1.06,	0.004379,	0.0,	9.934625359956516e-12,	6.418124693125804e-13,	9.104372987888148e-14,	1.3721516967574605e-13,	1.1884497515487942e-12,	1.789830129533835e-13,	4.98665869611658e-12
528,	1.05,	0.004076,	0.0,	9.891831787103744e-12,	6.5408e-13,	9.404524769995505e-14,	1.28560937822883e-13,	1.0835909169112439e-12,	1.684271966164803e-13,	4.96118884598819e-12
530,	1.04,	0.003622,	0.0,	9.9551e-12,	6.3750419480141e-13,	9.195174166512928e-14,	1.2868570848397492e-13,	1.0065879212561281e-12,	1.70807708510363e-13,	4.956173981264003e-12
532,	1.03,	0.003297,	0.0,	9.959143191103553e-12,	6.470366959744408e-13,	9.077984684074202e-14,	1.2147978294973176e-13,	9.566567935520702e-13,	1.713891816222998e-13,	4.9476e-12
534,	1.02,	0.0027199999999999998,	0.0,	9.902380021610405e-12,	6.446303038270712e-13,	9.175155806411363e-14,	1.2433093380350892e-13,	8.970088281972811e-13,	1.6720807822459184e-13,	4.9476e-12
536,	1.01,	0.002565,	0.0,	9.961472583589505e-12,	6.440685496162126e-13,	9.2989e-14,	1.2298125120688619e-13,	8.224669279458131e-13,	1.7271827319859602e-13,	4.968444173069697e-12
538,	1.0,	0.002103,	0.0,	9.924716682803222e-12,	6.39497180692988e-13,	9.047579748407295e-14,	1.1133027827724257e-13,	7.679686099969205e-13,	1.6624308603012479e-13,	4.9346341792861655e-12
540,	0.99,	0.001586,	0.0,	9.909334020781751e-12,	6.567857112085396e-13,	9.122898487474283e-14,	1.1868278032031613e-13,	7.540722695266541e-13,	1.7252364517775298e-13,	4.979012527319811e-12
542,	0.98,	0.0009364999999999999,	0.0,	9.962601874547412e-12,	6.421430440348713e-13,	9.004371309460873e-14,	1.171563350550806e-13,	6.957191919634682e-13,	1.7545291808027152e-13,	4.9512347880320795e-12
544,	0.97,	0.0003415,	0.0,	9.918611260810722e-12,	6.46339436959464e-13,	9.246412236914927e-14,	1.0832933972403165e-13,	6.628791263810628e-13,	1.6765355346698817e-13,	4.937686796355575e-12
546,	0.96,	-0.00046750000000000003,	0.0,	1.0037739276215595e-11,	6.392566733796554e-13,	8.9771e-14,	1.1694090162365936e-13,	6.343162721842178e-13,	1.7349300598077123e-13,	4.9253068143524176e-12
548,	0.95,	-0.001286,	0.0,	1.0063895461465662e-11,	6.425875704234046e-13,	9.32297469859688e-14,	1.0753927078961446e-13,	6.207437065382874e-13,	1.6074635172612435e-13,	4.9476e-12
550,	0.94,	-0.001854,	0.0,	1.0009074555093035e-11,	6.411805318309984e-13,	8.885110865445387e-14,	1.0448755428607974e-13,	5.99783904483022e-13,	1.665180873514939e-13,	4.935191914294394e-12
552,	0.93,	-0.002636,	0.0,	9.8743933735601e-12,	6.485016443977703e-13,	9.0842e-14,	1.0832115155954998e-13,	5.486758036123565e-13,	1.6047148822909417e-13,	4.993936235037546e-12
554,	0.92,	-0.0026910000000000002,	0.0,	9.877833831637851e-12,	6.376082093440749e-13,	9.345521779388906e-14,	1.023868424462328e-13,	5.683051838890178e-13,	1.6786874654085236e-13,	4.941527709044872e-12
556,	0.91,	-0.002853,	0.0,	9.954255695841785e-12,	6.418124484411037e-13,	8.874949995945261e-14,	1.0777258525493184e-13,	5.253749455993112e-13,	1.6598158493008936e-13,	4.9476e-12
558,	0.9,	-0.0025440000000000003,	0.0,	9.991645094335208e-12,	6.531702725108024e-13,	9.086435664707032e-14,	1.0579359562079074e-13,	5.178333043099081e-13,	1.6767715269145368e-13,	4.8972401350204444e-12
560,	0.89,	-0.0022359999999999997,	0.0,	9.91622314166378e-12,	6.467702113917555e-13,	9.294377903248585e-14,	1.0988684342878367e-13,	5.067166308323867e-13,	1.6610305253172052e-13,	4.939788423144903e-12
562,	0.88,	-0.001606,	0.0,	9.999230778852882e-12,	6.443995871126051e-13,	8.748165253146938e-14,	1.0656082800849466e-13,	4.844624259350523e-13,	1.613917945396029e-13,	4.923803547969633e-12
564,	0.87,	-0.001238,	0.0,	9.91783604685387e-12,	6.235571900154371e-13,	9.171226066564984e-14,	1.0523315893046171e-13,	4.685601260360927e-13,	1.639634302286092e-13,	4.8949e-12
566,	0.86,	-0.0008145,	0.0,	9.999016443538023e-12,	6.440898472797577e-13,	9.210634533647483e-14,	9.85180472214877e-14,	4.673926422577718e-13,	1.645060481167553e-13,	4.950589757924111e-12
568,	0.85,	-0.0005461999999999999,	0.0,	9.988796136137475e-12,	6.361391276680602e-13,	9.013874871931026e-14,	1.0169e-13,	4.4137291048909837e-13,	1.6005495234984664e-13,	4.8949e-12
570,	0.84,	-0.0002975,	0.0,	9.999078082193031e-12,	6.299264012075615e-13,	9.096552220646454e-14,	1.05705109622345e-13,	4.3446886032733385e-13,	1.5903276543172697e-13,	4.935939709444204e-12
572,	0.83,	-0.0002841,	0.0,	1.0021980754122643e-11,	6.393682849789886e-13,	8.95236629816573e-14,	1.0109452479651825e-13,	4.3430517936375036e-13,	1.5811958572368298e-13,	4.961868050825811e-12
574,	0.82,	-0.00031790000000000003,	0.0,	1.001e-11,	6.453811620783631e-13,	9.043709531373732e-14,	1.0210107449941081e-13,	4.2028015833602237e-13,	1.6431260146161168e-13,	4.944378413588198e-12
576,	0.81,	-0.0002636,	0.0,	9.9008e-12,	6.197075211524963e-13,	9.032401264810561e-14,	1.0752302154302597e-13,	4.1871166214704514e-13,	1.6122250065088272e-13,	4.92489419772625e-12
578,	0.8,	-0.00041160000000000003,	0.0,	9.989681565972865e-12,	6.289336560246692e-13,	9.228208147747637e-14,	1.0415944997665586e-13,	4.0577e-13,	1.5390443981716066e-13,	4.9476e-12
580,	0.79,	-0.000447,	0.0,	1.0005422705356533e-11,	6.408744423523653e-13,	9.447114352374653e-14,	1.0005206330213259e-13,	4.0139831198235747e-13,	1.5770435342906164e-13,	4.956356661622141e-12
582,	0.78,	-0.0005556000000000001,	0.0,	9.97283211347923e-12,	6.342025489821303e-13,	9.0842e-14,	1.0204724038144969e-13,	3.9538404781930825e-13,	1.5831270733908875e-13,	4.9383475383095845e-12
584,	0.77,	-0.0007168999999999999,	0.0,	9.990273329795091e-12,	6.3875203424002e-13,	9.014720249509203e-14,	1.0763716867946681e-13,	4.022942375581661e-13,	1.5719150763109503e-13,	4.946019336429052e-12
586,	0.76,	-0.0007106,	0.0,	1.0014410977431403e-11,	6.341127438126864e-13,	9.085259745420316e-14,	1.0267371946321896e-13,	3.9113914607863207e-13,	1.530644510012248e-13,	4.908437804368342e-12
588,	0.75,	-0.0007555,	0.0,	1.0019056791403011e-11,	6.358026590115645e-13,	9.287883910648048e-14,	9.907254473052585e-14,	3.8781709987999126e-13,	1.5319828551167358e-13,	4.926215972070696e-12
590,	0.74,	-0.0009617,	0.0,	1.001e-11,	6.313948489681153e-13,	9.333172792221304e-14,	9.954551240141564e-14,	3.816112738988941e-13,	1.570058088617784e-13,	4.920518748916279e-12
592,	0.73,	-0.001081,	0.0,	9.9962e-12,	6.290467512960273e-13,	9.165721654004878e-14,	9.799663139784109e-14,	3.7849762422447556e-13,	1.5050648077177656e-13,	4.934338717268365e-12
594,	0.72,	-0.001085,	0.0,	1.0035766706403098e-11,	6.272831498235411e-13,	8.8708e-14,	1.0575238988728386e-13,	3.634074012912284e-13,	1.534296338648595e-13,	4.9180611466745316e-12
596,	0.71,	-0.001132,	0.0,	9.99412128327115e-12,	6.36327512309604e-13,	9.080292506034029e-14,	9.637923520768019e-14,	3.820966572650818e-13,	1.5826669581057565e-13,	4.959048784887831e-12
598,	0.7,	-0.0012929999999999999,	0.0,	1.0004377248506617e-11,	6.250056371027631e-13,	9.19944575033063e-14,	9.860995335082887e-14,	3.7613426035012767e-13,	1.4818291617232411e-13,	4.931610857981426e-12
600,	0.69,	-0.001512,	0.0,	9.984703589184184e-12,	6.374250526756749e-13,	8.912911631304335e-14,	1.002756167383274e-13,	3.71581109149133e-13,	1.5281829832395684e-13,	4.923912629233174e-12
602,	0.68,	-0.001594,	0.0,	1.0010323263735819e-11,	6.359118612921646e-13,	9.102137237924481e-14,	1.0205685624272047e-13,	3.6196945219448644e-13,	1.4726083758147406e-13,	4.912442398515542e-12
604,	0.67,	-0.001609,	0.0,	1.001e-11,	6.437935875877924e-13,	9.046044157658072e-14,	9.787404842720157e-14,	3.7500258156807174e-13,	1.517676308049704e-13,	4.92634077012426e-12
606,	0.66,	-0.0017000000000000001,	0.0,	1.0026923079907378e-11,	6.2693e-13,	9.2989e-14,	1.0130923079907379e-13,	3.5582538516829435e-13,	1.5282307678959723e-13,	4.927261539530461e-12
608,	0.65,	-0.001851,	0.0,	9.934369294746752e-12,	6.387144703041447e-13,	8.949311171566604e-14,	1.0244680270967686e-13,	3.57942244709668e-13,	1.4844479073731116e-13,	4.923152965391772e-12
610,	0.64,	-0.0018050000000000002,	0.0,	9.9551e-12,	6.35863780926655e-13,	9.033370452429746e-14,	9.963687854521493e-14,	3.542287013931764e-13,	1.485347046672078e-13,	4.894616734730945e-12
612,	0.63,	-0.002044,	0.0,	1.0014318716967809e-11,	6.238884384051647e-13,	9.488026787054488e-14,	1.0090696999821494e-13,	3.5088272998393447e-13,	1.5166306104057997e-13,	4.935535367065987e-12
614,	0.62,	-0.002146,	0.0,	1.0048309067218995e-11,	6.215771606767326e-13,	9.462707261256932e-14,	9.476589786373178e-14,	3.548826230818354e-13,	1.4661057211997862e-13,	4.895371008322549e-12
616,	0.61,	-0.002127,	0.0,	1.0052154722425337e-11,	6.410374799902004e-13,	9.117588390984021e-14,	1.0000501171912033e-13,	3.5467151576989036e-13,	1.5140769689483203e-13,	4.939404526293163e-12
618,	0.6,	-0.002237,	0.0,	1.0006724457468482e-11,	6.23933374988928e-13,	8.945566969180274e-14,	9.683844273893531e-14,	3.56484911890913e-13,	1.477816098423337e-13,	4.898021259731121e-12
620,	0.59,	-0.002411,	0.0,	1.0013646337476441e-11,	6.356405153613558e-13,	9.328729829788367e-14,	1.0082885398575701e-13,	3.4482194491865166e-13,	1.4906153140912036e-13,	4.936808987221553e-12
622,	0.58,	-0.002447,	0.0,	1.0010146035500797e-11,	6.309504186464111e-13,	8.871560096972446e-14,	1.000715935339531e-13,	3.472132412757494e-13,	1.426469006777626e-13,	4.8949e-12
624,	0.57,	-0.002752,	0.0,	9.983255603790283e-12,	6.2158e-13,	8.973804685401917e-14,	1.005826399230957e-13,	3.380161129951477e-13,	1.4858575958251954e-13,	4.915526104545593e-12
626,	0.56,	-0.002502,	0.0,	9.90240100582984e-12,	6.270202873308652e-13,	8.825382226495293e-14,	1.0223076988253237e-13,	3.377726159060259e-13,	1.4863905184250724e-13,	4.9212e-12
628,	0.55,	-0.0026460000000000003,	0.0,	1.0009651650249738e-11,	6.362577669211187e-13,	8.674665447831016e-14,	9.373208169283637e-14,	3.469608542003558e-13,	1.5339471832123725e-13,	4.9212e-12
630,	0.54,	-0.0028049999999999998,	0.0,	9.903426044628235e-12,	6.319242696351933e-13,	9.127448325778234e-14,	9.680011615811597e-14,	3.4368681338010927e-13,	1.4624e-13,	4.921673746146302e-12
632,	0.53,	-0.0029059999999999997,	0.0,	9.907409918903166e-12,	6.234514246286636e-13,	9.042006603775446e-14,	1.0157567750324712e-13,	3.4805694941088175e-13,	1.457661011782365e-13,	4.931570117350265e-12
634,	0.52,	-0.002939,	0.0,	1.0039284799003524e-11,	6.162487693163428e-13,	8.576248911361545e-14,	9.374674249018465e-14,	3.511025439878577e-13,	1.4868e-13,	4.897048603808977e-12
636,	0.51,	-0.003303,	0.0,	9.91817011909599e-12,	6.233432772035972e-13,	9.065075958339876e-14,	9.80555352731188e-14,	3.4248645018982145e-13,	1.4781267758659325e-13,	4.9011871927354244e-12
638,	0.5,	-0.003133,	0.0,	9.974935305576619e-12,	6.189353943839972e-13,	9.227182447434472e-14,	1.0300055228925295e-13,	3.4314768241428163e-13,	1.5196780081236298e-13,	4.92315078890907e-12
640,	0.49,	-0.003316,	0.0,	1.005494345030973e-11,	6.158674831494709e-13,	8.730763429312719e-14,	9.866086704806145e-14,	3.3799276149807747e-13,	1.4879602278975774e-13,	4.887211498672968e-12
642,	0.48,	-0.0033929999999999997,	0.0,	1.0042621914503523e-11,	6.331689537613884e-13,	9.221574916577033e-14,	9.747766251721063e-14,	3.392772950459303e-13,	1.4658139175490664e-13,	4.902899901619976e-12
644,	0.47,	-0.003334,	0.0,	9.926513417783209e-12,	6.276198275287482e-13,	9.125102309053098e-14,	9.976761590858868e-14,	3.3890323467628943e-13,	1.5302890888133179e-13,	4.937791784663568e-12
646,	0.46,	-0.0034470000000000004,	0.0,	1.0020964658037904e-11,	6.13814765248824e-13,	8.899227881693395e-14,	1.010686536047312e-13,	3.4091e-13,	1.4379376266128832e-13,	4.926859889097805e-12
648,	0.45,	-0.002924,	0.0,	1.001e-11,	6.226405430923868e-13,	9.4163346131733e-14,	9.93661819628715e-14,	3.427e-13,	1.5169181805903105e-13,	4.919410903827656e-12
650,	0.46,	-0.0008712,	0.0,	1.001e-11,	6.296719431705972e-13,	9.043756404721098e-14,	9.786e-14,	3.400932447967716e-13,	1.4790013432661471e-13,	4.885615973245102e-12
652,	0.47,	-0.00028490000000000004,	0.0,	9.931502329797557e-12,	6.357250649503109e-13,	9.266221537550688e-14,	1.0206299495399731e-13,	3.326803859791465e-13,	1.4565427421140929e-13,	4.9409e-12
654,	0.48,	0.0002274,	0.0,	9.963816974475572e-12,	6.3231e-13,	9.026510454526114e-14,	1.0029693520010507e-13,	3.371802627367767e-13,	1.3993706122199795e-13,	4.9212e-12
656,	0.49,	0.0007799,	0.0,	9.98023364341044e-12,	6.341908365678272e-13,	9.3526e-14,	1.0273682159221515e-13,	3.3333217454145967e-13,	1.4494513004781003e-13,	4.908457992794707e-12
658,	0.5,	0.0009703,	0.0,	9.932908298168743e-12,	6.229859420113166e-13,	8.83247803811356e-14,	9.536769095743792e-14,	3.3699946678484825e-13,	1.4456381026395743e-13,	4.910451532998856e-12
660,	0.51,	0.0013650000000000001,	0.0,	1.0013116391290483e-11,	6.236765966102933e-13,	9.185427867203382e-14,	9.545549140756469e-14,	3.3892935955814627e-13,	1.4576816702344666e-13,	4.918361974429778e-12
662,	0.52,	0.001583,	0.0,	9.942184221538635e-12,	6.282630499455145e-13,	9.029151533480982e-14,	1.0112572458771003e-13,	3.3159836091347504e-13,	1.4472191483302463e-13,	4.940788633812132e-12
664,	0.53,	0.001852,	0.0,	1.001e-11,	6.28796246624597e-13,	8.939948305585939e-14,	9.857330228543392e-14,	3.3273703544414423e-13,	1.4586807596703054e-13,	4.8914962150610854e-12
666,	0.54,	0.002044,	0.0,	9.96976367861662e-12,	6.35521269645581e-13,	8.785162892951032e-14,	9.660423663321935e-14,	3.3151271655767247e-13,	1.4802470007647343e-13,	4.959912313142781e-12
668,	0.55,	0.002212,	0.0,	9.970234268574602e-12,	6.306727999878708e-13,	9.0842e-14,	9.798121168306624e-14,	3.417076798260609e-13,	1.41692699750216e-13,	4.8949e-12
670,	0.56,	0.002271,	0.0,	9.967265084192265e-12,	6.273640847585928e-13,	8.899167514693696e-14,	1.0052590722309633e-13,	3.3305507149529727e-13,	1.4617267330934194e-13,	4.889812510022889e-12
672,	0.57,	0.002448,	0.0,	9.976497375358582e-12,	6.215612533086366e-13,	8.850375468857093e-14,	9.751258546947513e-14,	3.35797951935739e-13,	1.4875585407671478e-13,	4.90437310837421e-12
674,	0.58,	0.002581,	0.0,	1.0035358847076018e-11,	6.230225839558645e-13,	9.429522458052583e-14,	9.560844957993834e-14,	3.3507674660801035e-13,	1.424901437082468e-13,	4.945195693406892e-12
676,	0.59,	0.0025629999999999997,	0.0,	1.0062767071724071e-11,	6.178571022205675e-13,	8.615809605420603e-14,	9.636567926801232e-14,	3.335745346923716e-13,	1.4141e-13,	4.9388386639811865e-12
678,	0.6,	0.002754,	0.0,	1.003871158831286e-11,	6.319053815663989e-13,	9.261294822136573e-14,	9.661351703378488e-14,	3.2925398641980195e-13,	1.3805564614588793e-13,	4.923148162828449e-12
680,	0.61,	0.002936,	0.0,	9.942106530622323e-12,	6.4177e-13,	9.00287161387483e-14,	9.443823331652176e-14,	3.304171792900347e-13,	1.5152260225369e-13,	4.922464896538346e-12
682,	0.62,	0.0029490000000000002,	0.0,	9.99869299228258e-12,	6.395750828816404e-13,	8.754743529583438e-14,	1.0095863809707614e-13,	3.431140471565113e-13,	1.4343678193761577e-13,	4.8949e-12
684,	0.63,	0.002942,	0.0,	1.0102844016526651e-11,	6.204765595335243e-13,	8.9416813448664e-14,	9.78718604057797e-14,	3.414173462871802e-13,	1.441410492458418e-13,	4.933255683515379e-12
686,	0.64,	0.003188,	0.0,	9.998691027343232e-12,	6.384367422198521e-13,	9.281119323282716e-14,	1.0435919802976318e-13,	3.2825622774413553e-13,	1.3975575512661711e-13,	4.8786193425811234e-12
688,	0.65,	0.003168,	0.0,	1.0031763388363432e-11,	6.343773143654917e-13,	9.027472020010681e-14,	9.738984156289161e-14,	3.361608520482187e-13,	1.371820739383349e-13,	4.970631702443984e-12
690,	0.66,	0.00321,	0.0,	9.887649782776734e-12,	6.37095070800046e-13,	8.972718545929681e-14,	9.401953762085197e-14,	3.3379265887117825e-13,	1.4302336907330242e-13,	4.9409e-12
692,	0.67,	0.003271,	0.0,	9.985695926305973e-12,	6.225401176630441e-13,	8.743129261575975e-14,	1.0189867012427626e-13,	3.3266478502629437e-13,	1.4030964017311506e-13,	4.8949e-12
694,	0.68,	0.0034419999999999997,	0.0,	9.99690845067693e-12,	6.218546529798244e-13,	8.543769930952956e-14,	9.394793293960692e-14,	3.365345223825336e-13,	1.4481335783647492e-13,	4.9212e-12
696,	0.69,	0.003228,	0.0,	9.855071372669686e-12,	6.315063898367764e-13,	9.296209609366265e-14,	9.652920351005611e-14,	3.3025641266571047e-13,	1.4442e-13,	4.896217640105535e-12
698,	0.7,	0.003505,	0.0,	1.001288070539515e-11,	6.3231e-13,	8.8763676178819e-14,	9.363918553379854e-14,	3.365291369294836e-13,	1.3938868181830796e-13,	4.8949e-12
700,	0.71,	0.003518,	0.0,	9.915074284888478e-12,	6.271854742865313e-13,	8.724017010767908e-14,	1.0456728870384192e-13,	3.3065519473294677e-13,	1.416393570267557e-13,	4.919951120123463e-12
702,	0.72,	0.0036780000000000003,	0.0,	9.992068272711968e-12,	6.223078362603392e-13,	8.940079671662279e-14,	9.819986384011573e-14,	3.2694501440223776e-13,	1.3494602252188086e-13,	4.919159265069624e-12
704,	0.73,	0.003591,	0.0,	1.005922741475897e-11,	6.201926218263561e-13,	8.8173e-14,	9.537475472678245e-14,	3.226805244839013e-13,	1.3474959101358733e-13,	4.900431186221859e-12
706,	0.74,	0.003743,	0.0,	1.012833066578498e-11,	6.308585474075446e-13,	9.045346890668613e-14,	9.837808606049428e-14,	3.2457035062576506e-13,	1.4048204428851416e-13,	4.917642385537598e-12
708,	0.75,	0.003724,	0.0,	1.0079771636895619e-11,	6.277874529337539e-13,	8.6585e-14,	1.0109667526966328e-13,	3.21990239882964e-13,	1.460176302880162e-13,	4.877235462534448e-12
710,	0.76,	0.003955,	0.0,	1.001e-11,	6.282711850344601e-13,	9.217839677133258e-14,	9.962721909869307e-14,	3.2747082814016566e-13,	1.3901e-13,	4.895524851823079e-12
712,	0.77,	0.003946,	0.0,	1.0030186539611981e-11,	6.365380220428018e-13,	8.957409347667559e-14,	9.869123621779056e-14,	3.240040383784043e-13,	1.44272609831928e-13,	4.9212e-12
714,	0.78,	0.004,	0.0,	9.977344279948351e-12,	6.232073340380777e-13,	8.955584377083625e-14,	9.701335820292577e-14,	3.268304605803032e-13,	1.3998356675661116e-13,	4.883215630752177e-12
716,	0.79,	0.004114,	0.0,	1.0061617358378416e-11,	6.284344591706982e-13,	9.311874846791365e-14,	9.687406559191765e-14,	3.337128117687556e-13,	1.4249785112898493e-13,	4.8949e-12
718,	0.8,	0.00418,	0.0,	1.0025691009216893e-11,	6.288722425261171e-13,	8.879438967395487e-14,	9.66935950371267e-14,	3.3103845673243147e-13,	1.3969469858400987e-13,	4.930562686895613e-12
720,	0.81,	0.004114,	0.0,	1.0093e-11,	6.173200556008914e-13,	9.156809886865845e-14,	9.930274078543297e-14,	3.1980069796878456e-13,	1.4127985300066868e-13,	4.920975223369752e-12
722,	0.82,	0.004378,	0.0,	9.99180590099299e-12,	6.222838548110951e-13,	8.762155027660678e-14,	1.0144420120441397e-13,	3.2595e-13,	1.3988480186640752e-13,	4.929606102448192e-12
724,	0.83,	0.004409,	0.0,	1.0041132086372002e-11,	6.250237864615627e-13,	9.153107824165658e-14,	1.0056956641766807e-13,	3.265339835641245e-13,	1.3635542769691066e-13,	4.9212e-12
726,	0.84,	0.004522,	0.0,	9.942342847068028e-12,	6.260512498691453e-13,	8.818449984297434e-14,	9.55037857674147e-14,	3.320310716863454e-13,	1.3586499953167786e-13,	4.871105356503342e-12
728,	0.85,	0.00443,	0.0,	9.967745732751439e-12,	6.40977063093609e-13,	9.11562379591994e-14,	9.966736025926464e-14,	3.2673066980761665e-13,	1.4464141282478985e-13,	4.913881409115565e-12
730,	0.86,	0.0048,	0.0,	1.002815284003958e-11,	6.1627e-13,	9.327660065259803e-14,	9.789838683018688e-14,	3.195352338076505e-13,	1.4177402453384817e-13,	4.896670931305419e-12
732,	0.87,	0.004885,	0.0,	1.0002977517173663e-11,	6.241476359033008e-13,	8.765289922558631e-14,	9.538785272502577e-14,	3.285240242707307e-13,	1.3839934931944894e-13,	4.93087515132762e-12
734,	0.88,	0.004993,	0.0,	1.001e-11,	6.208947465169191e-13,	9.009356177753254e-14,	9.561008439721767e-14,	3.280698756623697e-13,	1.4373259520963576e-13,	4.9075468434810395e-12
736,	0.89,	0.005196,	0.0,	9.976378149853113e-12,	6.342632480071751e-13,	9.110002165033053e-14,	9.80008188992712e-14,	3.3057356292384707e-13,	1.368590157748146e-13,	4.9075840549601735e-12
738,	0.9,	0.005228,	0.0,	9.979083813589712e-12,	6.239172204499992e-13,	9.111183440544799e-14,	9.980365677318698e-14,	3.2785035681448535e-13,	1.4141e-13,	4.88025845452336e-12
740,	0.91,	0.005349,	0.0,	1.0045791821356234e-11,	6.148002230188712e-13,	9.139025649629709e-14,	9.599106320773592e-14,	3.2594107808186487e-13,	1.40401672847602e-13,	4.921063568886907e-12
742,	0.92,	0.005542,	0.0,	9.93810097726158e-12,	6.376269891366771e-13,	9.199483463078567e-14,	1.0265174719620901e-13,	3.2320135937018606e-13,	1.3805466024541374e-13,	4.9409e-12
744,	0.93,	0.0056,	0.0,	9.994763768479405e-12,	6.215458881146785e-13,	9.005282237706432e-14,	9.923381105060928e-14,	3.2654814880825594e-13,	1.3774803751403238e-13,	4.911911326455033e-12
746,	0.94,	0.0058390000000000004,	0.0,	9.931735545086227e-12,	6.172507562012559e-13,	9.229278809957933e-14,	9.786e-14,	3.2789736208352843e-13,	1.4055668038229378e-13,	4.9390392202277106e-12
748,	0.95,	0.005915,	0.0,	1.010998570559004e-11,	6.204764114841848e-13,	9.089392385616255e-14,	9.831956303641138e-14,	3.198746006391564e-13,	1.3487152089884777e-13,	4.8949e-12
750,	0.96,	0.006064,	0.0,	9.986009019674547e-12,	6.327985949646386e-13,	9.056190869047539e-14,	9.692742430282881e-14,	3.1481160389267244e-13,	1.4534644302943488e-13,	4.9448326625761244e-12
752,	0.97,	0.006189,	0.0,	1.0073846140335408e-11,	6.240561555927839e-13,	8.915784572133952e-14,	9.702461556139454e-14,	3.2422e-13,	1.4317153758089832e-13,	4.927292311989701e-12
754,	0.98,	0.006375,	0.0,	9.999484402132034e-12,	6.225367606210708e-13,	8.8708e-14,	1.0431475047111512e-13,	3.2463174026727674e-13,	1.4083879962921142e-13,	4.9686545964002615e-12
756,	0.99,	0.006589,	0.0,	9.979004677666294e-12,	6.308348477204316e-13,	9.079949672162272e-14,	1.0043653783159489e-13,	3.1965282197801985e-13,	1.4327746414859065e-13,	4.94520274856354e-12
758,	1.0,	0.006631,	0.0,	1.00287066108501e-11,	6.354585349240813e-13,	9.388236569532289e-14,	9.64998049022242e-14,	3.2927534960388634e-13,	1.3891558407702975e-13,	4.938718573046844e-12
760,	1.01,	0.006906,	0.0,	9.998558494639825e-12,	6.284493995464467e-13,	8.811806927601262e-14,	1.0351466947853505e-13,	3.115820143439243e-13,	1.388049135095804e-13,	4.941119125806452e-12
762,	1.02,	0.007108000000000001,	0.0,	1.0059087761064184e-11,	6.157013501096278e-13,	9.304672495106424e-14,	9.772795435366593e-14,	3.1364828462094623e-13,	1.3849832259391846e-13,	4.909598216445941e-12
764,	1.03,	0.007278,	0.0,	1.0061362725951196e-11,	6.287371343899721e-13,	9.016774150239553e-14,	9.42854628213903e-14,	3.21996072213602e-13,	1.3456478953586016e-13,	4.9409e-12
766,	1.04,	0.007415000000000001,	0.0,	1.0064292516414157e-11,	6.165383384172019e-13,	8.985215847420457e-14,	9.802575329725467e-14,	3.142914877110172e-13,	1.4794720106331436e-13,	4.942582800243469e-12
768,	1.05,	0.007659999999999999,	0.0,	1.0118770866776555e-11,	6.220071178479921e-13,	8.80466957193216e-14,	1.0062149521322607e-13,	3.2754227141155145e-13,	1.388324654611328e-13,	4.947070580859432e-12
770,	1.06,	0.007890000000000001,	0.0,	1.0009657306266105e-11,	6.2158e-13,	8.981762373082519e-14,	1.0217213174096127e-13,	3.2667192919127137e-13,	1.4621740207986636e-13,	4.950859025749208e-12
772,	1.07,	0.008137,	0.0,	1.0008719449071862e-11,	6.2158e-13,	8.690703999971757e-14,	9.367669671791998e-14,	3.2629406788692416e-13,	1.3868884460427929e-13,	4.9476e-12
774,	1.08,	0.008397,	0.0,	9.983199169208647e-12,	6.3231e-13,	9.136150885773092e-14,	9.776580806392281e-14,	3.300495357371449e-13,	1.379840219907236e-13,	4.895661527180704e-12
776,	1.09,	0.008853,	0.0,	1.0004679219136824e-11,	6.221262573866992e-13,	9.255389647954949e-14,	9.72801072436595e-14,	3.3180710248829183e-13,	1.4405243128581556e-13,	4.922538466482335e-12
778,	1.1,	0.009134,	0.0,	1.0017513932309063e-11,	6.219062342604404e-13,	8.9771e-14,	9.768900795777421e-14,	3.1758921818424745e-13,	1.40564089488067e-13,	4.951234010898565e-12
780,	1.11,	0.009607,	0.0,	1.002616597140045e-11,	6.214092873420112e-13,	9.324807461968346e-14,	9.814193454122384e-14,	3.1571618209743307e-13,	1.3672578340907534e-13,	4.938352242907289e-12
782,	1.12,	0.01011,	0.0,	1.0008108284740458e-11,	6.2026e-13,	8.853886869766077e-14,	1.0079668610381695e-13,	3.150340723212472e-13,	1.3820698187454385e-13,	4.94668155853341e-12
784,	1.13,	0.01069,	0.0,	1.0008103234036676e-11,	6.304644418061176e-13,	8.985106979801051e-14,	1.0170140325329915e-13,	3.2605575187263987e-13,	1.375105262169585e-13,	4.9236224556872155e-12
