ixdat version = 0.2.0
name = RuG-450Red CV-46cyc.txt AND timescan-RuG-450Red CV-46cyc.txt
technique = EC-MS
tstamp = 1583411924.38
backend_name = BackendBase(none, address=none)
id = 3
timecol 'projected time / [s]' for: 'Ewe/V' and 'I/mA' and 'selector' and 'M28' and 'M4' and 'M44' and 'M32' and 'M18'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V", "<Ewe>/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"], "time/s": ["projected time / [s]"]}
time_step = 2
N_header_lines = 12

projected time / [s],	Ewe/V,	I/mA,	selector,	M28,	M4,	M44,	M32,	M18
596,	0.46208999941587464,	-0.013052669073541386,	0.0,	9.623598596650912e-13,	3.1979180372033354e-11,	1.8137078168572462e-13,	4.527037071392993e-13,	7.41234609472481e-12
598,	0.45208999941587463,	-0.013540299098658776,	0.0,	9.733889782759565e-13,	3.190584165063074e-11,	1.8570140077378541e-13,	4.5467400781669004e-13,	7.395938269219514e-12
600,	0.4579100005841254,	0.0012908259935233608,	0.0,	9.547692906317952e-13,	3.1778909262209665e-11,	1.8359522650236632e-13,	4.4228e-13,	7.383214003494924e-12
602,	0.4679100005841254,	0.0032139039040794603,	0.0,	9.561411178070004e-13,	3.178417557154627e-11,	1.7570993998858224e-13,	4.5750699981472e-13,	7.418580075588569e-12
604,	0.47791000058412536,	0.0043869169676978665,	0.0,	9.670725853104963e-13,	3.186957133255214e-11,	1.7571e-13,	4.535619341335071e-13,	7.500069083979915e-12
606,	0.4879050009477136,	0.005448969131512849,	0.0,	9.693717532423191e-13,	3.1933885461165205e-11,	1.8315190562420184e-13,	4.512329696909794e-13,	7.381589931930336e-12
608,	0.4979050009477136,	0.006195209756705819,	0.0,	9.651175952592791e-13,	3.198747336906634e-11,	1.793611828995087e-13,	4.5336309772999165e-13,	7.421051272929567e-12
610,	0.5079050009477136,	0.006878054036830893,	0.0,	9.524868089018991e-13,	3.215043194314635e-11,	1.794317552189324e-13,	4.3979090831819706e-13,	7.382919335743382e-12
612,	0.5179050009477136,	0.007391039203419875,	0.0,	9.879805308928425e-13,	3.1847236720507574e-11,	1.7513786868355315e-13,	4.472068650094615e-13,	7.43141124773808e-12
614,	0.5279050009477136,	0.007994349964046486,	0.0,	9.693476751135957e-13,	3.178873967728852e-11,	1.767377117204813e-13,	4.505473174223053e-13,	7.407564686993375e-12
616,	0.5379050009477137,	0.008411157277081662,	0.0,	9.543562173832077e-13,	3.1815422075210486e-11,	1.732535108760261e-13,	4.2242491270211504e-13,	7.424372987972793e-12
618,	0.5479050009477137,	0.008724905719874925,	0.0,	9.421988398875683e-13,	3.1821155305403794e-11,	1.6764670000900433e-13,	4.501574759388195e-13,	7.379762130124234e-12
620,	0.5579050009477137,	0.008893237592282869,	0.0,	9.773036493868832e-13,	3.197105521483067e-11,	1.6495027698174287e-13,	4.3845856102152256e-13,	7.363864893308855e-12
622,	0.5679000001192092,	0.00910392899597192,	0.0,	9.494021745675138e-13,	3.174866078332481e-11,	1.6833362775671434e-13,	4.445980889202391e-13,	7.433536689438694e-12
624,	0.5779000001192092,	0.009166598012817379,	0.0,	9.5515e-13,	3.173067135453061e-11,	1.736630262224627e-13,	4.453052697558359e-13,	7.4287e-12
626,	0.5879000001192092,	0.009029281008057355,	0.0,	9.56484285365497e-13,	3.217012820443602e-11,	1.6491e-13,	4.485370730516331e-13,	7.469e-12
628,	0.5979000001192092,	0.00884926198461962,	0.0,	9.652824664499877e-13,	3.202647896696421e-11,	1.6780505026977376e-13,	4.54975450755689e-13,	7.44035852244969e-12
630,	0.6079000001192092,	0.008851105000733137,	0.0,	9.356831051363668e-13,	3.1736495046723346e-11,	1.627738081127285e-13,	4.503011815048367e-13,	7.402010225241023e-12
632,	0.6179000001192092,	0.00882652701538157,	0.0,	9.46747076825497e-13,	3.171069540279724e-11,	1.7211849669427113e-13,	4.662427236769022e-13,	7.382926456294501e-12
634,	0.6279000001192092,	0.008912233012084244,	0.0,	9.411916671548116e-13,	3.1873e-11,	1.7160278296315548e-13,	4.470886356032945e-13,	7.344016849239211e-12
636,	0.6379000001192092,	0.009040954994140865,	0.0,	9.625757487350505e-13,	3.170329516267207e-11,	1.6988145612878122e-13,	4.488935126187087e-13,	7.420007381532003e-12
638,	0.6478950004827976,	0.0094428628004282,	0.0,	9.751903808192061e-13,	3.187734956137935e-11,	1.6024184823202242e-13,	4.4975611560196973e-13,	7.381437895699531e-12
640,	0.6578950004827976,	0.00979923397860909,	0.0,	9.43222825998617e-13,	3.205236071683252e-11,	1.5634689165451281e-13,	4.3384434749152813e-13,	7.45946832940946e-12
642,	0.6678950004827976,	0.010186461535582177,	0.0,	9.586940874121906e-13,	3.170142080214242e-11,	1.5644981797767034e-13,	4.527582987590527e-13,	7.467181975123719e-12
644,	0.6778950004827976,	0.010433629958479415,	0.0,	9.585544316595058e-13,	3.200129259433123e-11,	1.6378056092873363e-13,	4.207567925650664e-13,	7.380423844607452e-12
646,	0.6878950004827975,	0.010800468008883474,	0.0,	9.679658940876727e-13,	3.192620438900455e-11,	1.693883180379917e-13,	4.575742709658461e-13,	7.31985287911962e-12
648,	0.6978950004827975,	0.010926985020760293,	0.0,	9.431682825866961e-13,	3.2149840269887965e-11,	1.6978751552777506e-13,	4.3914437767574317e-13,	7.41740473479576e-12
650,	0.7078950004827975,	0.011072778528147094,	0.0,	9.664424853298534e-13,	3.206513609254589e-11,	1.671626824906978e-13,	4.4439039396194475e-13,	7.425751677006365e-12
652,	0.7178950004827975,	0.011170257489619854,	0.0,	9.744537274983636e-13,	3.2007e-11,	1.6721831383740133e-13,	4.4275077095732353e-13,	7.360818922347958e-12
654,	0.7278950004827975,	0.011372193507386802,	0.0,	9.857214151361767e-13,	3.1971620983897365e-11,	1.5777488844371722e-13,	4.3955405456241493e-13,	7.38277599284327e-12
656,	0.7378900008463858,	0.011522840106644604,	0.0,	9.654760289058765e-13,	3.211869095300003e-11,	1.6135678372655406e-13,	4.4637095292588705e-13,	7.430746933680018e-12
658,	0.7478900008463858,	0.01164500508844731,	0.0,	9.586943482120018e-13,	3.192932544090981e-11,	1.609418941816458e-13,	4.428727806426674e-13,	7.459740240309013e-12
660,	0.7578900008463858,	0.011734876940160528,	0.0,	9.718088324707314e-13,	3.1936842167831645e-11,	1.6402315477646023e-13,	4.4404669165516113e-13,	7.387305937375383e-12
662,	0.7678900008463858,	0.011969459002623797,	0.0,	9.6201e-13,	3.179253844041322e-11,	1.6241e-13,	4.458040344046965e-13,	7.397319917028449e-12
664,	0.7778900008463858,	0.012197628114431355,	0.0,	9.813630137991228e-13,	3.1931718951503684e-11,	1.6405940875010346e-13,	4.404597347252214e-13,	7.435538753649168e-12
666,	0.7878900008463858,	0.012512264057215677,	0.0,	9.843652646587464e-13,	3.1978553251286614e-11,	1.6149779026875936e-13,	4.4568728834589223e-13,	7.396966071435288e-12
668,	0.7978900008463858,	0.012818935942784323,	0.0,	9.720817268254307e-13,	3.2062824516861413e-11,	1.576651872597004e-13,	4.500389903795511e-13,	7.434537171880526e-12
670,	0.8078900008463858,	0.013281564023360247,	0.0,	9.708792325272559e-13,	3.1771730778852883e-11,	1.652592304957602e-13,	4.2953e-13,	7.439923073276802e-12
672,	0.8178850000178813,	0.013700492502691147,	0.0,	9.6523687002287e-13,	3.2028014348918834e-11,	1.6420213368413944e-13,	4.405185849573174e-13,	7.46704602176385e-12
674,	0.8278850000178813,	0.014177220003075598,	0.0,	9.788552779831556e-13,	3.178141639145512e-11,	1.5857971884747656e-13,	4.430577697268091e-13,	7.397726217784258e-12
676,	0.8378850000178814,	0.014556930499451042,	0.0,	9.764629781922141e-13,	3.1873e-11,	1.613702714225334e-13,	4.3670324777708646e-13,	7.433564866283908e-12
678,	0.8478850000178814,	0.015041985500935197,	0.0,	9.610839642205099e-13,	3.167063063738184e-11,	1.6481550711079185e-13,	4.4727459410850787e-13,	7.50155056120245e-12
680,	0.8578850000178814,	0.015492647503460048,	0.0,	9.743790754578388e-13,	3.179751674902376e-11,	1.6276496927127615e-13,	4.2908049299980434e-13,	7.451910252728412e-12
682,	0.8678850000178814,	0.015794263502415775,	0.0,	9.767439918679038e-13,	3.1873e-11,	1.6516908289019767e-13,	4.402437563789906e-13,	7.425836088298584e-12
684,	0.8778850000178814,	0.015925604498242263,	0.0,	9.613539938984606e-13,	3.1873e-11,	1.6539337291692384e-13,	4.515419417473445e-13,	7.35092249704622e-12
686,	0.8878850000178814,	0.016121968000658037,	0.0,	9.698279674509243e-13,	3.203904142746432e-11,	1.6293719962078745e-13,	4.5100417186453683e-13,	7.409251678993581e-12
688,	0.8978800003814696,	0.016274204037498463,	0.0,	9.542001742642e-13,	3.1753455643218654e-11,	1.6406186452466187e-13,	4.66451950616326e-13,	7.448982244802228e-12
690,	0.9078800003814697,	0.016540300041007986,	0.0,	9.852193887078935e-13,	3.18194595511335e-11,	1.618474559889622e-13,	4.4293622215863346e-13,	7.371519223239747e-12
692,	0.9178800003814697,	0.01698051198947144,	0.0,	9.556171304142346e-13,	3.179166763444842e-11,	1.6508210067892852e-13,	4.327206919521987e-13,	7.37123175680839e-12
694,	0.9278800003814697,	0.0176819360351715,	0.0,	9.607637897778444e-13,	3.177049856103156e-11,	1.705846357212185e-13,	4.3898915529390013e-13,	7.430795921397406e-12
696,	0.9378800003814696,	0.018399988066795332,	0.0,	9.585325664885581e-13,	3.194260255042e-11,	1.6804769095173435e-13,	4.500775642701371e-13,	7.36416281745346e-12
698,	0.9478800003814696,	0.019102920049209583,	0.0,	9.495204360473867e-13,	3.1695e-11,	1.6602154854757462e-13,	4.60531653068499e-13,	7.395725353183994e-12
700,	0.9578800003814696,	0.01976770399649048,	0.0,	9.777656177755833e-13,	3.172396452713069e-11,	1.6562080085351015e-13,	4.399175770680868e-13,	7.462442300879962e-12
702,	0.9678800003814696,	0.020560288025787347,	0.0,	9.749482932520484e-13,	3.1964846125486244e-11,	1.6545488159953953e-13,	4.4443e-13,	7.46026459657881e-12
704,	0.9778750007450578,	0.02132872511906025,	0.0,	9.74583972664202e-13,	3.2088531523038775e-11,	1.7003022028061317e-13,	4.435041653918394e-13,	7.455471277961676e-12
706,	0.9878750007450579,	0.022078625116676066,	0.0,	9.54462706086475e-13,	3.1998147117856095e-11,	1.7103056987764044e-13,	4.3403078170978804e-13,	7.455570259253336e-12
708,	0.9978750007450579,	0.022769474954253445,	0.0,	9.736231717305752e-13,	3.1656770789311024e-11,	1.7351744845362055e-13,	4.5367756315227997e-13,	7.4287e-12
710,	1.0078750007450579,	0.02364690007092951,	0.0,	9.451306745646296e-13,	3.200565862805511e-11,	1.7565894778418704e-13,	4.2964691958445003e-13,	7.468898896592213e-12
712,	1.0178750007450579,	0.024520462637314167,	0.0,	9.6201e-13,	3.1873e-11,	1.6368056064108738e-13,	4.2956455371048927e-13,	7.428789342641847e-12
714,	1.0278750007450579,	0.02548895015109774,	0.0,	9.96437152151034e-13,	3.1873e-11,	1.8532033562472256e-13,	4.2953e-13,	7.359722875770275e-12
716,	1.037875000745058,	0.02658491254582106,	0.0,	9.499781102267963e-13,	3.1873e-11,	1.8655766836402556e-13,	4.3749927038413345e-13,	7.46602045187253e-12
718,	1.047875000745058,	0.02809836263731417,	0.0,	9.600798580071501e-13,	3.1962e-11,	1.849666939008556e-13,	4.272378058178439e-13,	7.45014770531652e-12
720,	1.0578700009536752,	0.02968694623441337,	0.0,	9.511212873290548e-13,	3.198637378661535e-11,	2.006578982611926e-13,	4.5233327007356816e-13,	7.432179953319644e-12
722,	1.0678700009536752,	0.03173716429296903,	0.0,	9.814107513291599e-13,	3.1943648278811204e-11,	1.8944511971695556e-13,	4.51092323781061e-13,	7.407137082095551e-12
724,	1.0778700009536752,	0.034272241175762344,	0.0,	9.529943188177828e-13,	3.1946991126551103e-11,	1.9402328361107684e-13,	4.382637272835217e-13,	7.4287e-12
726,	1.0878700009536753,	0.03765818235152469,	0.0,	9.9455374191634e-13,	3.190960061970024e-11,	1.9559419222181676e-13,	4.411792882429067e-13,	7.449008881022067e-12
728,	1.0978700009536753,	0.0417200105273824,	0.0,	9.61524566321618e-13,	3.1695e-11,	2.0668e-13,	4.390925439822244e-13,	7.380976130001586e-12
730,	1.1078700009536753,	0.04663121955666023,	0.0,	9.833739369798994e-13,	3.190668343677346e-11,	2.134729002845975e-13,	4.3573399143997307e-13,	7.428734611067325e-12
732,	1.1178700009536753,	0.05259091955666023,	0.0,	9.738124940812716e-13,	3.203448324733572e-11,	2.2159969388846762e-13,	4.2835781088754474e-13,	7.469e-12
734,	1.127870000953675,	0.060411379879002455,	0.0,	9.77528272296499e-13,	3.1878796620093814e-11,	2.3111620275853663e-13,	4.340563532919326e-13,	7.364732462914321e-12
736,	1.1378656718719418,	0.07115890479577253,	0.0,	9.759136974717995e-13,	3.215691124905214e-11,	2.3222834258909837e-13,	4.2777482286137513e-13,	7.4589e-12
738,	1.1478650002801416,	0.08821030513684626,	0.0,	9.693049276514781e-13,	3.183728897955901e-11,	2.386309169217009e-13,	4.4737539423478446e-13,	7.48025582757116e-12
740,	1.1578650002801416,	0.11756402104997132,	0.0,	9.91700857213395e-13,	3.185799114747738e-11,	2.624603652106442e-13,	4.890766196413141e-13,	7.39978056500961e-12
742,	1.1678650002801416,	0.16946432685033636,	0.0,	9.6201e-13,	3.179874558243734e-11,	2.827948830338131e-13,	5.841552422229454e-13,	7.460573375085586e-12
744,	1.1778650002801416,	0.26940057888136415,	0.0,	9.959539836727976e-13,	3.143387965271777e-11,	2.8888733914331563e-13,	9.436645391926923e-13,	7.387395461465662e-12
746,	1.1878650002801416,	0.4729859974870688,	0.0,	1.0005222871349892e-12,	3.0444502838450943e-11,	3.1427839580731267e-13,	2.716771227108053e-12,	7.471687168894415e-12
748,	1.1978650002801416,	0.7820613123234958,	0.0,	1.0506e-12,	2.842649982682914e-11,	3.513099998918417e-13,	7.371000382598267e-12,	7.560450007206636e-12
750,	1.1881349997198583,	0.436438917168637,	0.0,	1.0652121329200117e-12,	2.6679753474233862e-11,	3.886470815683147e-13,	1.2754980422400627e-11,	7.748857111739788e-12
752,	1.1781349997198582,	0.2304495956970225,	0.0,	1.0630718434626972e-12,	2.7352973070410394e-11,	4.0651963975865737e-13,	1.2832064948508284e-11,	7.800976267392848e-12
754,	1.16813999935627,	0.12295599533295744,	0.0,	1.0811428881857372e-12,	2.8438132297956362e-11,	4.204666718507184e-13,	1.0195620942565724e-11,	7.7461e-12
756,	1.15813999935627,	0.07169419968624123,	0.0,	1.0323434916515286e-12,	2.947663934488891e-11,	4.331884452196365e-13,	7.732881005638909e-12,	7.775975546953164e-12
758,	1.14813999935627,	0.04660084479371433,	0.0,	1.050141183349399e-12,	2.999222749004698e-11,	4.126009921964493e-13,	6.006881888595445e-12,	7.64669018463108e-12
760,	1.13813999935627,	0.03332362138697591,	0.0,	1.027624948016157e-12,	3.047e-11,	4.114106643277123e-13,	4.8905441228873196e-12,	7.588426843252468e-12
762,	1.12813999935627,	0.02550411560449228,	0.0,	1.0331263104631269e-12,	3.074573105804844e-11,	4.214379581114748e-13,	4.091275203124533e-12,	7.622869996479276e-12
764,	1.1181399993562702,	0.020444511703369212,	0.0,	1.0365007692353986e-12,	3.0716185429664913e-11,	3.9064505422979935e-13,	3.4102885984323635e-12,	7.613437470550682e-12
766,	1.1081399993562702,	0.016863719782419257,	0.0,	1.0193136106450375e-12,	3.095681361497137e-11,	3.997215675340652e-13,	3.0239351733731104e-12,	7.609013597666038e-12
768,	1.0981399993562702,	0.01398530188136056,	0.0,	9.949893108105698e-13,	3.1013438836258046e-11,	3.890214853454743e-13,	2.5963097079650095e-12,	7.542247961208602e-12
770,	1.0881449991655343,	0.011405723346207949,	0.0,	1.0056685456906072e-12,	3.1233502928729276e-11,	3.97042074077349e-13,	2.371878324046968e-12,	7.5502e-12
772,	1.0781449991655343,	0.00871852889109029,	0.0,	9.862933732045717e-13,	3.130342011895536e-11,	3.588490237205339e-13,	2.0337047323504404e-12,	7.516140235559451e-12
774,	1.0681449991655343,	0.005890593265455499,	0.0,	1.0240234560115344e-12,	3.117641026808219e-11,	3.570523065940846e-13,	1.8533910149108024e-12,	7.476150006724628e-12
776,	1.0581449991655343,	0.002340727639820709,	0.0,	1.0000797826910922e-12,	3.1517e-11,	3.448395958381613e-13,	1.7068282040731489e-12,	7.613768342031458e-12
778,	1.0481449991655343,	-0.002498255930667811,	0.0,	1.01838066054853e-12,	3.1517e-11,	3.539286778446289e-13,	1.5904687278886456e-12,	7.468281461854816e-12
780,	1.0381449991655343,	-0.009005158122928738,	0.0,	1.0154295754362073e-12,	3.134e-11,	3.3666655825125843e-13,	1.416357889915505e-12,	7.51557465351712e-12
782,	1.0281449991655343,	-0.016516073694776243,	0.0,	9.90446875728893e-13,	3.1522441839030296e-11,	3.262441038846712e-13,	1.3819090559564207e-12,	7.539688164280286e-12
784,	1.0181449991655342,	-0.023832611540900744,	0.0,	9.690678708655302e-13,	3.164960650610013e-11,	3.4353505871351773e-13,	1.2414331349176492e-12,	7.539909762677099e-12
786,	1.008149999821186,	-0.02978749007141827,	0.0,	1.0333351105472246e-12,	3.1690611464689595e-11,	3.1274509734485394e-13,	1.126484212503856e-12,	7.352566940064294e-12
788,	0.9981499998211861,	-0.03424190507140039,	0.0,	9.710567243879357e-13,	3.1695e-11,	3.221935893746216e-13,	1.031288360754992e-12,	7.472177907113173e-12
790,	0.9881499998211861,	-0.036902240049424155,	0.0,	9.852018006623054e-13,	3.1695e-11,	3.2782997325667573e-13,	9.739395504046062e-13,	7.421819225050223e-12
792,	0.9781499998211861,	-0.03801429500548959,	0.0,	1.0018125652776553e-12,	3.1536134113248806e-11,	3.0923230777152735e-13,	9.236416655509903e-13,	7.514250002574638e-12
794,	0.9681499998211861,	-0.03791451997804165,	0.0,	9.710736625631665e-13,	3.1695e-11,	2.9450040732773737e-13,	8.767602147086675e-13,	7.46040029010681e-12
796,	0.9581499998211861,	-0.036843939972534184,	0.0,	1.006567336563849e-12,	3.171646290083222e-11,	3.011050497143278e-13,	8.315633348877522e-13,	7.502804110737053e-12
798,	0.9481499998211861,	-0.03508823497802377,	0.0,	9.813841141900875e-13,	3.183857717966084e-11,	2.8928007852524475e-13,	7.933074208745281e-13,	7.469e-12
800,	0.9381499998211861,	-0.0326367899340892,	0.0,	9.854615381734177e-13,	3.168519231135486e-11,	2.919379494618536e-13,	7.394599973336625e-13,	7.461101281229243e-12
802,	0.9281549994575979,	-0.029991974316722316,	0.0,	9.719518335424393e-13,	3.190852964549459e-11,	2.8232742569757427e-13,	7.294469248186702e-13,	7.420876323858036e-12
804,	0.9181549994575979,	-0.027089983366731796,	0.0,	9.922699351941399e-13,	3.178375337477958e-11,	2.7234881486546485e-13,	6.85819234586242e-13,	7.38562484987734e-12
806,	0.9081549994575979,	-0.02407462488338354,	0.0,	9.696330121908553e-13,	3.173500491085872e-11,	2.803481648822109e-13,	6.715462048415433e-13,	7.438770725253374e-12
808,	0.8981549994575979,	-0.021154091283418826,	0.0,	9.634685917171626e-13,	3.1813488515575965e-11,	2.6586591501655087e-13,	6.283489055275398e-13,	7.529802807444197e-12
810,	0.8881549994575979,	-0.01847664830001633,	0.0,	9.7589e-13,	3.1870644934135117e-11,	2.6278855977804033e-13,	6.185496250504053e-13,	7.431697229736482e-12
812,	0.8781549994575979,	-0.01622674943333878,	0.0,	9.665930775796233e-13,	3.1695e-11,	2.6684e-13,	6.000107675291745e-13,	7.46985383736372e-12
814,	0.8681549994575979,	-0.014251116966696509,	0.0,	9.636996233998155e-13,	3.179962329001123e-11,	2.655862716631104e-13,	6.066725433262207e-13,	7.450572980102397e-12
816,	0.8581549994575979,	-0.012590083366731793,	0.0,	9.62781219243061e-13,	3.186976926535096e-11,	2.592972967751887e-13,	5.690422038812854e-13,	7.39263390392342e-12
818,	0.848159203136213,	-0.011407261468587459,	0.0,	9.769212455252438e-13,	3.186115387870986e-11,	2.503194067751777e-13,	5.564975182958012e-13,	7.4905680515633e-12
820,	0.8381599990940096,	-0.010600003966568955,	0.0,	9.768231962575335e-13,	3.194066076467003e-11,	2.5311730029268587e-13,	5.405242418758982e-13,	7.463900196095766e-12
822,	0.8281599990940096,	-0.009998252816688343,	0.0,	9.742241613181207e-13,	3.177996254595259e-11,	2.4210256427366407e-13,	5.458631761322823e-13,	7.41647042622604e-12
824,	0.8181599990940096,	-0.009588211885890511,	0.0,	9.874295264216707e-13,	3.199849706209041e-11,	2.400352054585161e-13,	5.381916610369469e-13,	7.450876918423222e-12
826,	0.8081599990940097,	-0.009395043935991781,	0.0,	9.90015008155921e-13,	3.1695e-11,	2.390765327469543e-13,	5.25710958688612e-13,	7.44598297197077e-12
828,	0.7981599990940097,	-0.009346629636185256,	0.0,	9.897471329764421e-13,	3.1695e-11,	2.3571645012113733e-13,	5.224366270775805e-13,	7.387041805172037e-12
830,	0.7881599990940097,	-0.009183809636185257,	0.0,	9.663483193710905e-13,	3.1758609625045647e-11,	2.425927026402648e-13,	5.265521936560138e-13,	7.432273574440766e-12
832,	0.7781599990940097,	-0.008867144663621268,	0.0,	9.889412502610314e-13,	3.1872130136948705e-11,	2.3086204150775076e-13,	5.161236045744872e-13,	7.469e-12
834,	0.7681599990940097,	-0.008488801866411719,	0.0,	9.69910122650718e-13,	3.1873e-11,	2.346782572390701e-13,	5.065110930261974e-13,	7.405767776502288e-12
836,	0.758164999922514,	-0.008230276803570555,	0.0,	9.756561873521668e-13,	3.1695e-11,	2.2294198231120001e-13,	5.237059450434345e-13,	7.513184982109058e-12
838,	0.748164999922514,	-0.00793795765523728,	0.0,	9.972664641978373e-13,	3.191689891792817e-11,	2.2571606386228523e-13,	5.057683776320908e-13,	7.446805295684361e-12
840,	0.7381649999225139,	-0.0077395498430967696,	0.0,	9.750498711035919e-13,	3.1873e-11,	2.1485e-13,	4.952370567042528e-13,	7.46024614438431e-12
842,	0.7281649999225139,	-0.00767658854381119,	0.0,	9.6441676425843e-13,	3.201730319341937e-11,	2.199476382978625e-13,	4.895414858091104e-13,	7.461010494265673e-12
844,	0.7181649999225139,	-0.007705435951903832,	0.0,	9.655847349997302e-13,	3.1873e-11,	2.1778711252406488e-13,	4.881104936700913e-13,	7.410227503516617e-12
846,	0.7081649999225139,	-0.007805888356664572,	0.0,	9.82687463865329e-13,	3.184092613540788e-11,	2.1602907631898327e-13,	4.804628663062352e-13,	7.3985e-12
848,	0.6981649999225139,	-0.007952591045477141,	0.0,	9.74083605709999e-13,	3.207943060308716e-11,	2.118191281409649e-13,	4.701625232167204e-13,	7.472956367897408e-12
850,	0.6881649999225139,	-0.008096922942621007,	0.0,	9.676122732207923e-13,	3.1995019433087315e-11,	2.146050242288003e-13,	4.761086976828675e-13,	7.447002914963097e-12
852,	0.6781699995589258,	-0.008488950942003502,	0.0,	9.72950786452181e-13,	3.188997833917702e-11,	2.0557585710308713e-13,	4.676608091184061e-13,	7.465818928273154e-12
854,	0.6681699995589258,	-0.0088544578501325,	0.0,	9.6201e-13,	3.196015679173219e-11,	2.0343591804795833e-13,	4.428936433817444e-13,	7.35109350871286e-12
856,	0.6581699995589257,	-0.009153123560709105,	0.0,	9.6201e-13,	3.1871595636892713e-11,	2.2026889408571406e-13,	4.640838062611451e-13,	7.458979685771817e-12
858,	0.6481699995589257,	-0.009464897864771398,	0.0,	9.911928211755163e-13,	3.165088757296278e-11,	2.1273635114536123e-13,	4.694948522686793e-13,	7.538599607103181e-12
860,	0.6381699995589257,	-0.009852676874523908,	0.0,	1.016781662906205e-12,	3.1949360983149875e-11,	1.9833692389227052e-13,	4.778623659353909e-13,	7.439656210263567e-12
862,	0.6281699995589257,	-0.010042885643366422,	0.0,	9.910495805704159e-13,	3.2002392350254893e-11,	2.069757978237975e-13,	4.704102273532026e-13,	7.395428233503262e-12
864,	0.6181699995589257,	-0.01012699195254041,	0.0,	9.534292316979745e-13,	3.171353050301782e-11,	1.9872616698845617e-13,	4.576063128772276e-13,	7.464804610833606e-12
866,	0.6081699995589257,	-0.010160219962067613,	0.0,	9.753583819810005e-13,	3.1887506953199e-11,	1.9450325800213334e-13,	4.601775445918038e-13,	7.467512326170025e-12
868,	0.5981749991953375,	-0.010214397579098325,	0.0,	9.746868746333071e-13,	3.188748625212558e-11,	2.0071157804715547e-13,	4.6467e-13,	7.536983329521385e-12
870,	0.5881749991953374,	-0.01028031514339086,	0.0,	9.829601681308854e-13,	3.1873e-11,	1.8660581266314937e-13,	4.5441907386488693e-13,	7.493290050006823e-12
872,	0.5781749991953374,	-0.010294294881392746,	0.0,	9.648292975649804e-13,	3.1883450444021756e-11,	1.8222855772282827e-13,	4.571096958981983e-13,	7.464308911794678e-12
874,	0.5681749991953374,	-0.010399844918407222,	0.0,	9.599523070379318e-13,	3.207302565562159e-11,	1.8889794839672938e-13,	4.4811384514786535e-13,	7.456076925811628e-12
876,	0.5581749991953375,	-0.01067990757169543,	0.0,	9.668852772339925e-13,	3.2031040824951417e-11,	1.8687571443664984e-13,	4.4740655909640986e-13,	7.448240527495871e-12
878,	0.5481749991953375,	-0.010914742635907498,	0.0,	9.639784674001388e-13,	3.168028275856335e-11,	1.8240035861656117e-13,	4.525962896275345e-13,	7.364490835446929e-12
880,	0.5381749991953375,	-0.011047317393704082,	0.0,	9.667187952478048e-13,	3.1695e-11,	1.8062658829106066e-13,	4.636865708352456e-13,	7.463245349755845e-12
882,	0.5281749991953375,	-0.01135331241349878,	0.0,	9.790290772294523e-13,	3.1873e-11,	1.8784729445120256e-13,	4.63223249391531e-13,	7.451025240926956e-12
884,	0.5181799990463248,	-0.011809242169849557,	0.0,	9.77605620273951e-13,	3.1873e-11,	1.8458349234568156e-13,	4.668045764590089e-13,	7.368284412291113e-12
886,	0.5081799990463248,	-0.01208075619626636,	0.0,	9.693096070843694e-13,	3.1845686354771014e-11,	1.7832905202532314e-13,	4.591555401955079e-13,	7.393909855902564e-12
888,	0.49817999904632476,	-0.012362893906253726,	0.0,	9.535087010561944e-13,	3.177380385997376e-11,	1.8687450519926122e-13,	4.486416294914994e-13,	7.400846995590182e-12
890,	0.48817999904632475,	-0.012729837915027539,	0.0,	9.59406115421332e-13,	3.1991957945644395e-11,	1.7842527234182436e-13,	4.573533260676994e-13,	7.4186e-12
892,	0.47817999904632474,	-0.013249680123024103,	0.0,	9.663796421223278e-13,	3.1784814814985494e-11,	1.8346e-13,	4.530900416104677e-13,	7.443938243890797e-12
894,	0.4681799990463248,	-0.013760794149440907,	0.0,	9.957420139359632e-13,	3.1813757367285636e-11,	1.779391716813327e-13,	4.553290511083288e-13,	7.410153860605099e-12
896,	0.4581799990463248,	-0.014334437876880528,	0.0,	9.7589e-13,	3.183223080800861e-11,	1.7144570043338575e-13,	4.5449664328252084e-13,	7.503057586131655e-12
898,	0.45182000095367525,	-0.0016495822939465465,	0.0,	9.59182109451508e-13,	3.1695e-11,	1.7730554137349297e-13,	4.5251309410360863e-13,	7.411643207011479e-12
900,	0.46181592066946997,	0.0015143977903814105,	0.0,	9.620439347950136e-13,	3.199086788744637e-11,	1.8384693580524992e-13,	4.583479870308863e-13,	7.475378372710592e-12
902,	0.4718150003397464,	0.0030422247344434896,	0.0,	9.765527227158083e-13,	3.1873e-11,	1.7309507805600822e-13,	4.4494868852081286e-13,	7.425134688616374e-12
904,	0.4818150003397464,	0.003957462457403551,	0.0,	1.0233988303334285e-12,	3.1904230729005997e-11,	1.7985319385453739e-13,	4.582406897680333e-13,	7.50644634194399e-12
906,	0.4918150003397464,	0.0046352447094929914,	0.0,	1.0442500927873374e-12,	3.193471140605784e-11,	1.8471015787225544e-13,	4.666954338118586e-13,	7.469e-12
