ixdat version = 0.2.1dev
name = 02-RuO2 rgo 450oxo-50Ag.txt AND timescan-sem190-LOW.txt
technique = EC-MS
tstamp = 1577206441.2
backend_name = BackendBase(none, address=none)
id = 12
timecol 'projected time / [s]' for: 'Ewe/V' and 'I/mA' and 'selector' and 'M4' and 'M28' and 'M44' and 'M32' and 'M18'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V", "<Ewe>/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"], "time/s": ["projected time / [s]"]}
time_step = 2
N_header_lines = 12

projected time / [s],	Ewe/V,	I/mA,	selector,	M4,	M28,	M44,	M32,	M18
2310,	1.2681849999776482,	0.257,	0.0,	7.050052022580334e-11,	1.3901676213451703e-12,	6.832464857666698e-13,	3.375025168387533e-11,	1.8637071070153432e-11
2312,	1.26801,	0.257,	0.0,	7.099175932630524e-11,	1.3363495044937437e-12,	6.957839653244374e-13,	3.2465565941551235e-11,	1.8528e-11
2314,	1.2680099999940395,	0.257,	0.0,	7.1464e-11,	1.3160687381569589e-12,	6.735e-13,	3.0616190340287206e-11,	1.8592174552700726e-11
2316,	1.26799,	0.257,	0.0,	7.158405723035688e-11,	1.3042939818477044e-12,	6.600882406870223e-13,	2.928874027785068e-11,	1.8483626844478794e-11
2318,	1.26807,	0.257,	0.0,	7.188358776508198e-11,	1.2873035506500787e-12,	6.827824461959302e-13,	2.8570737658663575e-11,	1.8260642995666145e-11
2320,	1.26813,	0.257,	0.0,	7.1955e-11,	1.2790833347519319e-12,	6.730416675405547e-13,	2.817266665412657e-11,	1.8494333349165205e-11
2322,	1.2682650000074505,	0.257,	0.0,	7.193564956046724e-11,	1.2912717675689543e-12,	6.607868417846795e-13,	2.8354559716910302e-11,	1.840237216786739e-11
2324,	1.2684,	0.257,	0.0,	7.135514596857531e-11,	1.2680341228419772e-12,	6.721050883735694e-13,	3.0623769204507376e-11,	1.868426626906731e-11
2326,	1.2684050000044704,	0.257,	0.0,	7.100256267546877e-11,	1.2936631678529285e-12,	6.849259763981835e-13,	3.1497325554415855e-11,	1.8509146744659738e-11
2328,	1.26857,	0.257,	0.0,	7.2053e-11,	1.264e-12,	6.749e-13,	2.8905597296196835e-11,	1.8329340573287236e-11
2330,	1.268635000013411,	0.257,	0.0,	7.1932546366068e-11,	1.3009431949126081e-12,	6.791038454567856e-13,	2.860153451520612e-11,	1.8459948716959978e-11
2332,	1.2688,	0.257,	0.0,	7.185724758477733e-11,	1.2851243581978376e-12,	6.791216377993634e-13,	2.9481087721113264e-11,	1.8326e-11
2334,	1.2689800000149012,	0.257,	0.0,	7.041997944132616e-11,	1.3186613172673007e-12,	6.768381007215212e-13,	3.079158941412156e-11,	1.8575374977736257e-11
2336,	1.26925,	0.257,	0.0,	6.920890872042396e-11,	1.3849114577001547e-12,	6.721748354240864e-13,	3.7387429213075336e-11,	1.866107379308142e-11
2338,	1.2694200000178815,	0.257,	0.0,	6.8953e-11,	1.388939941991766e-12,	6.97926530984335e-13,	3.9630854230330876e-11,	1.8752496599697077e-11
2340,	1.26972,	0.257,	0.0,	6.944070877771057e-11,	1.4207021713507013e-12,	6.819416677791297e-13,	3.921155086129593e-11,	1.877010562790227e-11
2342,	1.2700850000163912,	0.257,	0.0,	6.974372427469246e-11,	1.3945545654265736e-12,	7.149055935222365e-13,	3.712611836834653e-11,	1.8784e-11
2344,	1.27023,	0.257,	0.0,	6.928630366816647e-11,	1.3616555182618297e-12,	6.868616366895648e-13,	3.7465825646175524e-11,	1.870770316532425e-11
2346,	1.2702450000074506,	0.257,	0.0,	6.862870974880143e-11,	1.3568e-12,	6.815624987302387e-13,	3.990523015324218e-11,	1.869517867507055e-11
2348,	1.27035,	0.257,	0.0,	6.901752863456011e-11,	1.3952708062849383e-12,	7.038158756061862e-13,	4.0617080721604034e-11,	1.8893086778704568e-11
2350,	1.2706250000223518,	0.257,	0.0,	7.09793845898824e-11,	1.3689129185022234e-12,	6.781478792242884e-13,	3.60423787700234e-11,	1.866285404173595e-11
2352,	1.27082,	0.257,	0.0,	7.162117670511647e-11,	1.3375962488496833e-12,	6.878395661393842e-13,	3.134060813447467e-11,	1.854534057611154e-11
2354,	1.270960000014901,	0.257,	0.0,	7.19100098414681e-11,	1.3020337247097594e-12,	6.89022977495542e-13,	2.913647729615446e-11,	1.851892702039772e-11
2356,	1.27156,	0.257,	0.0,	7.13994901768718e-11,	1.2929286028012068e-12,	6.795808088174438e-13,	2.971737867738343e-11,	1.8503e-11
2358,	1.2722600000566244,	0.257,	0.0,	7.140292183120732e-11,	1.297233467226767e-12,	6.905024846986896e-13,	2.982307112350081e-11,	1.8542887783701344e-11
2360,	1.27261,	0.257,	0.0,	7.188372782125663e-11,	1.273e-12,	6.779308673990865e-13,	2.8926625172200965e-11,	1.8492003950129613e-11
2362,	1.2730350000104307,	0.257,	0.0,	7.057928257262749e-11,	1.3083514029549094e-12,	6.541263326297834e-13,	3.175415729105823e-11,	1.8582057112244277e-11
2364,	1.27344,	0.257,	0.0,	7.019079760267468e-11,	1.3048072151966774e-12,	6.863769932810389e-13,	3.509471441297781e-11,	1.8580542088647284e-11
2366,	1.273735000013411,	0.257,	0.0,	7.138397636599277e-11,	1.2857094685334482e-12,	6.588084017184009e-13,	3.285093087835855e-11,	1.8502542428869435e-11
2368,	1.27375,	0.257,	0.0,	7.140166640947498e-11,	1.2934672231722202e-12,	6.87090497184854e-13,	3.0481701709972726e-11,	1.8519486215957007e-11
2370,	1.2737500000089406,	0.257,	0.0,	7.2647e-11,	1.2821e-12,	6.839538295154195e-13,	2.916320332091423e-11,	1.8336306020245573e-11
2372,	1.274,	0.257,	0.0,	7.204178896004349e-11,	1.2800293895590525e-12,	6.714222896461435e-13,	2.891030966695697e-11,	1.8231802745999082e-11
2374,	1.2741700000208616,	0.257,	0.0,	7.161616437787185e-11,	1.2886158469268292e-12,	6.715579432667052e-13,	2.934897536732535e-11,	1.8316504918439025e-11
2376,	1.27464,	0.257,	0.0,	6.971240868568523e-11,	1.2841152028676129e-12,	6.738481339945349e-13,	3.5401929928945145e-11,	1.85414541000699e-11
2378,	1.275625000025332,	0.257,	0.0,	7.045255021979654e-11,	1.3300372767235737e-12,	6.626673773672569e-13,	3.4873465642799096e-11,	1.851268838313633e-11
2380,	1.27645,	0.257,	0.0,	6.896638201721572e-11,	1.314056849621832e-12,	6.751216341936251e-13,	3.7836603523590114e-11,	1.8636387792552213e-11
2382,	1.2762849999478458,	0.257,	0.0,	6.9718e-11,	1.3165530050053561e-12,	6.889771943010801e-13,	3.7428555148263846e-11,	1.865855212168615e-11
2384,	1.27622,	0.257,	0.0,	7.044946151057189e-11,	1.2960358976022949e-12,	6.631838457544924e-13,	3.5477666702405936e-11,	1.8531948720734064e-11
2386,	1.2763700000029803,	0.257,	0.0,	6.862493879256172e-11,	1.3368797631347924e-12,	6.649478676482702e-13,	3.895262093564581e-11,	1.86859772949259e-11
2388,	1.27643,	0.257,	0.0,	6.779583923368408e-11,	1.3406163701403988e-12,	6.567625631409557e-13,	4.3554475398681034e-11,	1.8889061149901812e-11
2390,	1.2752099999940396,	0.257,	0.0,	6.81262149764497e-11,	1.3694295867599148e-12,	6.934404535455243e-13,	4.2788124156600106e-11,	1.876062917632254e-11
2392,	1.27615,	0.257,	0.0,	6.946849370909168e-11,	1.3574894347855763e-12,	6.926971400103087e-13,	4.0097030423669574e-11,	1.8759e-11
2394,	1.2761199999821187,	0.257,	0.0,	6.9718e-11,	1.3734251443678663e-12,	6.8051e-13,	3.750103741526029e-11,	1.8528e-11
2396,	1.27586,	0.257,	0.0,	6.955951479570424e-11,	1.3968100590050612e-12,	6.835263314158746e-13,	3.857797040859153e-11,	1.8522575937127102e-11
2398,	1.27504,	0.257,	0.0,	6.988258537409122e-11,	1.3912956566395926e-12,	6.661273442924287e-13,	3.695555479367261e-11,	1.854677492415559e-11
2400,	1.27496,	0.257,	0.0,	7.038355425316198e-11,	1.336323471017328e-12,	6.842341126549015e-13,	3.4275529501361854e-11,	1.8556137077524134e-11
2402,	1.275000000014901,	0.257,	0.0,	7.174903555775843e-11,	1.3150341239550965e-12,	6.623742592470675e-13,	3.1280708009171826e-11,	1.85719546167621e-11
2404,	1.27529,	0.257,	0.0,	7.198950732829566e-11,	1.297859879560307e-12,	6.729129586284547e-13,	2.881150130631101e-11,	1.868537686527144e-11
2406,	1.275160000014901,	0.257,	0.0,	7.2449e-11,	1.2736552267151028e-12,	6.592063510066364e-13,	2.7653270216140278e-11,	1.854857001945674e-11
2408,	1.27535,	0.257,	0.0,	7.2053e-11,	1.2946310010173916e-12,	6.821265793492448e-13,	2.7327965986775996e-11,	1.84556569481172e-11
2410,	1.2756700000476837,	0.257,	0.0,	7.006219444129325e-11,	1.3097e-12,	6.627532867966005e-13,	3.294635547291843e-11,	1.8384702857963253e-11
2412,	1.27591,	0.257,	0.0,	6.7725e-11,	1.3667933890439724e-12,	6.629575049278354e-13,	4.137236088190993e-11,	1.8777526067299504e-11
2414,	1.2759250000074505,	0.257,	0.0,	6.8222025706415e-11,	1.372648521334467e-12,	6.780756993447486e-13,	4.3792960583575354e-11,	1.8782739640547525e-11
2416,	1.27596,	0.257,	0.0,	6.871761008433148e-11,	1.4225396833103897e-12,	7.040119844361823e-13,	4.270981733672972e-11,	1.8772455090802665e-11
2418,	1.2755849999776483,	0.257,	0.0,	6.915176625390164e-11,	1.4002915189776689e-12,	6.855419919069368e-13,	4.0349104458826366e-11,	1.869777711417168e-11
2420,	1.27494,	0.257,	0.0,	6.956008283235646e-11,	1.3920658785137352e-12,	6.903375743141821e-13,	3.8380605539728914e-11,	1.870010650468937e-11
2422,	1.2742999999523164,	0.257,	0.0,	6.9718e-11,	1.430969198720589e-12,	6.870248660407688e-13,	3.8303452160477125e-11,	1.8707e-11
2424,	1.27319,	0.257,	0.0,	6.92603798058489e-11,	1.3994492962231675e-12,	6.763121229766968e-13,	3.8992902688181674e-11,	1.882572043149467e-11
2426,	1.272389999949336,	0.257,	0.0,	7.0489e-11,	1.4142779090360177e-12,	6.8884244536123e-13,	3.565205906620795e-11,	1.8673798794928033e-11
2428,	1.27162,	0.257,	0.0,	6.97346079978943e-11,	1.4030207993507384e-12,	6.780109790730476e-13,	3.671310000658035e-11,	1.8607925989866255e-11
2430,	1.2709149999627471,	0.257,	0.0,	7.022379176385028e-11,	1.4101156970271815e-12,	6.707e-13,	3.7232737325334265e-11,	1.8776176699232495e-11
2432,	1.27022,	0.257,	0.0,	6.982810847340622e-11,	1.3670816570985728e-12,	6.789667647960605e-13,	3.652228797862415e-11,	1.8579193290233018e-11
2434,	1.269949999973178,	0.257,	0.0,	7.057798016395102e-11,	1.4174096710859226e-12,	6.845447495192795e-13,	3.619333269911952e-11,	1.8594211274162534e-11
2436,	1.26951,	0.257,	0.0,	7.061620336892745e-11,	1.3834689038864818e-12,	6.736119445117833e-13,	3.516808091380451e-11,	1.866428923703702e-11
2438,	1.2689499999672174,	0.257,	0.0,	7.039587606364368e-11,	1.379522828202758e-12,	6.7739448636403e-13,	3.4566017681459175e-11,	1.8599978333946978e-11
2440,	1.26833,	0.257,	0.0,	7.091732844583054e-11,	1.3755810649551941e-12,	6.499598533749163e-13,	3.222570112371809e-11,	1.842564200343097e-11
2442,	1.2678999999910594,	0.257,	0.0,	7.160148866193485e-11,	1.3252258645382056e-12,	6.565931184780559e-13,	3.0374044403528594e-11,	1.8498288260130025e-11
2444,	1.26782,	0.257,	0.0,	7.15266968575916e-11,	1.3389407477989107e-12,	6.709304333093272e-13,	3.0553334628678326e-11,	1.8360814955978217e-11
2446,	1.2678650000014902,	0.257,	0.0,	7.16951360716516e-11,	1.2905967444811034e-12,	6.726135221668158e-13,	3.0173831412660735e-11,	1.8301e-11
2448,	1.26794,	0.257,	0.0,	7.202149454320366e-11,	1.2843201401326954e-12,	6.5821e-13,	2.8835349493860664e-11,	1.8503e-11
2450,	1.2679650000044704,	0.257,	0.0,	7.17514756437302e-11,	1.3270742118523415e-12,	6.5684e-13,	2.8689707745256905e-11,	1.835052149183092e-11
2452,	1.26804,	0.257,	0.0,	7.23507662846483e-11,	1.3094550278578253e-12,	6.527588169123899e-13,	2.829775437970724e-11,	1.8478e-11
2454,	1.2680450000104309,	0.257,	0.0,	7.1174142312937e-11,	1.2640544091902466e-12,	6.568441182646761e-13,	3.0246348638147545e-11,	1.8275610224619893e-11
2456,	1.26798,	0.257,	0.0,	7.008578911495273e-11,	1.27161642374927e-12,	6.584576579302905e-13,	3.45397774512105e-11,	1.8600440233052413e-11
2458,	1.2680399999940395,	0.257,	0.0,	7.0878e-11,	1.2998891408458328e-12,	6.589289046937627e-13,	3.4252208309817054e-11,	1.859929910798973e-11
2460,	1.26807,	0.257,	0.0,	7.044226525338207e-11,	1.2884790884791622e-12,	6.681735017319441e-13,	3.436133635855335e-11,	1.8528e-11
2462,	1.2680250000044704,	0.257,	0.0,	6.841848723355428e-11,	1.342082047456116e-12,	6.548369211765557e-13,	4.1346410505325153e-11,	1.877384618614896e-11
2464,	1.26791,	0.257,	0.0,	6.876025380116409e-11,	1.341793878126449e-12,	6.628804446730041e-13,	4.358151126921999e-11,	1.8909919054422042e-11
2466,	1.2679500000029802,	0.257,	0.0,	7.092121045142807e-11,	1.3436504012502878e-12,	6.700772041436092e-13,	3.742800393892281e-11,	1.8702716433392356e-11
2468,	1.26815,	0.257,	0.0,	7.19078007892737e-11,	1.3389485207231372e-12,	6.498428007742256e-13,	3.1302357000806955e-11,	1.8486960552303492e-11
2470,	1.2682450000014902,	0.257,	0.0,	7.209724976946594e-11,	1.2934069104200451e-12,	6.580329719805216e-13,	2.97722497416936e-11,	1.8564941761379013e-11
2472,	1.2683,	0.257,	0.0,	7.194770022647415e-11,	1.2948944788461105e-12,	6.40452674087896e-13,	2.8436154796210887e-11,	1.8555527605769447e-11
2474,	1.2684600000149011,	0.257,	0.0,	7.198380077704711e-11,	1.2566092658306183e-12,	6.385064296509966e-13,	2.8910264438197386e-11,	1.834537670749095e-11
2476,	1.2687,	0.257,	0.0,	7.186410235454765e-11,	1.2959811021837123e-12,	6.667450391548531e-13,	2.8931803161298847e-11,	1.8434952748067366e-11
2478,	1.268990000014901,	0.257,	0.0,	7.141016762375016e-11,	1.2703367842418044e-12,	6.42002208552736e-13,	2.9577137129454914e-11,	1.8396719912532845e-11
2480,	1.2692,	0.257,	0.0,	7.194186587990098e-11,	1.2658327413153559e-12,	6.322077710730059e-13,	2.8613031552137964e-11,	1.8386516763601616e-11
2482,	1.2693599999552965,	0.257,	0.0,	7.193592793851484e-11,	1.2501874634428773e-12,	6.460763868288447e-13,	2.882373346215311e-11,	1.843605527992412e-11
2484,	1.26937,	0.257,	0.0,	7.194128893864695e-11,	1.2654283999808136e-12,	6.496025044862196e-13,	2.8105080815908868e-11,	1.850635306125712e-11
2486,	1.2694250000014902,	0.257,	0.0,	7.255579529113935e-11,	1.231213776064418e-12,	6.550415345684635e-13,	2.8102850387418447e-11,	1.8455500029919653e-11
2488,	1.26956,	0.257,	0.0,	7.185152710040176e-11,	1.2394499511630261e-12,	6.334388220757244e-13,	2.81110296622835e-11,	1.847807897938962e-11
2490,	1.2697350000074505,	0.257,	0.0,	7.179975244931607e-11,	1.2568255415205746e-12,	6.375163506389807e-13,	2.8766709060894085e-11,	1.83228126166229e-11
2492,	1.26981,	0.257,	0.0,	7.2053e-11,	1.2405050110907652e-12,	6.468852702527405e-13,	2.8782494981384e-11,	1.833157915867857e-11
2494,	1.2699500000089408,	0.257,	0.0,	7.1955e-11,	1.2408893775196103e-12,	6.403687369428189e-13,	2.8266e-11,	1.8440156301310467e-11
2496,	1.27018,	0.257,	0.0,	7.152271292285207e-11,	1.2410337325159698e-12,	6.347570619775482e-13,	3.002158709050313e-11,	1.8414262344157944e-11
2498,	1.270490000014901,	0.257,	0.0,	6.965855311191147e-11,	1.2922991956838122e-12,	6.490661116563256e-13,	3.565271750794808e-11,	1.8402913839647046e-11
2500,	1.27108,	0.257,	0.0,	7.04261688187101e-11,	1.2614180694920719e-12,	6.291084734079734e-13,	3.549471967153311e-11,	1.8573483739758945e-11
2502,	1.2711650000342727,	0.257,	0.0,	6.921197335166695e-11,	1.3178864884844289e-12,	6.488227608779071e-13,	3.715533629718525e-11,	1.8572508878388647e-11
2504,	1.27181,	0.257,	0.0,	6.98863936975834e-11,	1.281392125780815e-12,	6.561635434514327e-13,	3.703521260483319e-11,	1.8698417324957708e-11
2506,	1.2718149999806283,	0.257,	0.0,	7.000190423363608e-11,	1.2787974337641186e-12,	6.553268012605823e-13,	3.6696836117236976e-11,	1.8603953600167575e-11
2508,	1.2718,	0.257,	0.0,	7.02620206185058e-11,	1.3018103574538962e-12,	6.555655342528046e-13,	3.639301091952456e-11,	1.8552277130107894e-11
2510,	1.2718350000074505,	0.257,	0.0,	6.894224026303013e-11,	1.3324165322628902e-12,	6.509968887549739e-13,	3.917026383150378e-11,	1.8664433045799598e-11
2512,	1.27196,	0.257,	0.0,	6.963924779386325e-11,	1.3004e-12,	6.447461403915902e-13,	3.835408077047093e-11,	1.8564831226478816e-11
2514,	1.27181500000149,	0.257,	0.0,	7.055358155663263e-11,	1.323286213341117e-12,	6.445288639423832e-13,	3.541751648965437e-11,	1.8473485439221432e-11
2516,	1.27175,	0.257,	0.0,	7.091850051522457e-11,	1.3004e-12,	6.549398045939161e-13,	3.308233651887646e-11,	1.844100873985507e-11
2518,	1.2720100000327825,	0.257,	0.0,	7.120321346396188e-11,	1.301202102431607e-12,	6.376049992868943e-13,	3.23858576273049e-11,	1.8692113234979688e-11
2520,	1.27232,	0.257,	0.0,	6.977501465093784e-11,	1.314546113186793e-12,	6.47146283519512e-13,	3.5366667942167524e-11,	1.8560603933721483e-11
2522,	1.2725700000655653,	0.257,	0.0,	7.108993312757999e-11,	1.3088988162142463e-12,	6.734652314150259e-13,	3.400188162142463e-11,	1.8682e-11
2524,	1.27177,	0.257,	0.0,	7.14505252284806e-11,	1.2817876617063196e-12,	6.623026458443021e-13,	3.211598906263349e-11,	1.852520830374675e-11
2526,	1.271259999973178,	0.257,	0.0,	7.039423077009893e-11,	1.3438051274328274e-12,	6.643601281487883e-13,	3.3794794868828654e-11,	1.8476051280676695e-11
2528,	1.27133,	0.257,	0.0,	7.126030010614687e-11,	1.2957091807391682e-12,	6.632595759915082e-13,	3.318295949049503e-11,	1.8499999015729037e-11
2530,	1.2714350000044703,	0.257,	0.0,	7.092521889272198e-11,	1.3144230810124749e-12,	6.714276140129941e-13,	3.2792680419155875e-11,	1.852102761964193e-11
2532,	1.27155,	0.257,	0.0,	7.183999318643593e-11,	1.2538514933294154e-12,	6.620772474046893e-13,	3.112681338703724e-11,	1.848863429357739e-11
2534,	1.2717950000163913,	0.257,	0.0,	7.2053e-11,	1.3043030636676601e-12,	6.488365378225389e-13,	2.8335555652863413e-11,	1.845633368652869e-11
2536,	1.27206,	0.257,	0.0,	7.238885798155431e-11,	1.2338067067087545e-12,	6.560663503929556e-13,	2.8247775145925547e-11,	1.852040631080231e-11
2538,	1.2719900000059605,	0.257,	0.0,	7.203576190604177e-11,	1.2754377068350596e-12,	6.493147035419175e-13,	2.8113035956717647e-11,	1.861288241145206e-11
2540,	1.272,	0.257,	0.0,	7.118671744887318e-11,	1.2668136267697743e-12,	6.49867194878539e-13,	3.089493391409047e-11,	1.8578531066684345e-11
2542,	1.2722050000104308,	0.257,	0.0,	7.093805635451501e-11,	1.2493166986988595e-12,	6.508129326550826e-13,	3.1198586453704085e-11,	1.8491215537808674e-11
2544,	1.27251,	0.257,	0.0,	7.085731160322632e-11,	1.2565322448685923e-12,	6.493734845747402e-13,	3.2406311720789725e-11,	1.840060454819912e-11
2546,	1.2725000000029802,	0.257,	0.0,	7.1659e-11,	1.2663315905555178e-12,	6.404541663328493e-13,	3.118866729782081e-11,	1.8492412638302778e-11
2548,	1.27252,	0.257,	0.0,	7.098047091975909e-11,	1.2944897402343704e-12,	6.496709052868672e-13,	3.1676347451416034e-11,	1.8552399791707365e-11
2550,	1.2724799999821186,	0.257,	0.0,	7.065502169562176e-11,	1.294101479323888e-12,	6.384459467052149e-13,	3.2104613413890913e-11,	1.8622051282099512e-11
2552,	1.27215,	0.257,	0.0,	6.994380842396613e-11,	1.2852189567010213e-12,	6.489529814513642e-13,	3.569898639719641e-11,	1.8574210278123623e-11
2554,	1.2720900000149011,	0.257,	0.0,	6.973719052162595e-11,	1.3473246799471855e-12,	6.374428036871327e-13,	3.66349901266937e-11,	1.8615394865880726e-11
2556,	1.27266,	0.257,	0.0,	6.974550296447893e-11,	1.3327159832627327e-12,	6.531053551143845e-13,	3.6665542449325465e-11,	1.8674546360424958e-11
2558,	1.2727600000029802,	0.257,	0.0,	6.973940799331666e-11,	1.3377997970342636e-12,	6.4587e-13,	3.665579190921783e-11,	1.865597403216362e-11
2560,	1.27291,	0.257,	0.0,	7.043934155528499e-11,	1.3231251741597508e-12,	6.337532875152189e-13,	3.6190136226710936e-11,	1.8631e-11
2562,	1.2729199999940395,	0.257,	0.0,	7.005713990095782e-11,	1.3418052439573404e-12,	6.482595696788115e-13,	3.586986401105298e-11,	1.8566312929816663e-11
2564,	1.27301,	0.257,	0.0,	6.931938062235247e-11,	1.294901774760735e-12,	6.58041714274361e-13,	3.741646953109129e-11,	1.8528e-11
2566,	1.2728449999985099,	0.257,	0.0,	6.7445e-11,	1.3122027679149319e-12,	6.607984316906066e-13,	4.2539514361836084e-11,	1.8796911165662078e-11
2568,	1.2726,	0.257,	0.0,	6.829324459202568e-11,	1.3040107507715097e-12,	6.5271e-13,	4.279329580051845e-11,	1.890341025552401e-11
2570,	1.27255499999851,	0.257,	0.0,	6.920766869769165e-11,	1.2855461572645353e-12,	6.422498216516479e-13,	3.9740966376167555e-11,	1.8836e-11
2572,	1.27261,	0.257,	0.0,	7.139979170218625e-11,	1.2704556769746025e-12,	6.52226566518312e-13,	3.440311957315308e-11,	1.8639907233756117e-11
2574,	1.2728649999895691,	0.257,	0.0,	7.113140139298532e-11,	1.2702933920429322e-12,	6.42981705708691e-13,	3.300462227205866e-11,	1.849522978144492e-11
2576,	1.27291,	0.257,	0.0,	7.177634519250304e-11,	1.251360947880849e-12,	6.452631939815059e-13,	3.094225634466206e-11,	1.8611783011805246e-11
2578,	1.2730000000089408,	0.257,	0.0,	7.1849475786746e-11,	1.2838965430012497e-12,	6.465101168345168e-13,	2.9882602240616824e-11,	1.8465693981872658e-11
2580,	1.27321,	0.257,	0.0,	7.0489e-11,	1.263113711534731e-12,	6.417368150316539e-13,	3.279524169855573e-11,	1.8606113403988926e-11
2582,	1.273430000011921,	0.257,	0.0,	7.041363904835713e-11,	1.2884027601066913e-12,	6.591071999828828e-13,	3.399084420308938e-11,	1.8544554236703106e-11
2584,	1.27344,	0.257,	0.0,	7.134551603023119e-11,	1.3223128283555444e-12,	6.565764140943604e-13,	3.271081634193625e-11,	1.8528e-11
2586,	1.2729999999552966,	0.257,	0.0,	7.054986394803078e-11,	1.2975367345785007e-12,	6.504757142512904e-13,	3.360962585777973e-11,	1.8528e-11
2588,	1.27289,	0.257,	0.0,	6.930229983630471e-11,	1.3226169607319404e-12,	6.541689356843507e-13,	3.702726038696232e-11,	1.8651218945625513e-11
2590,	1.27318,	0.257,	0.0,	7.030595854764724e-11,	1.3133534008185782e-12,	6.385477499876436e-13,	3.6739230974644784e-11,	1.8538574540285207e-11
2592,	1.2732,	0.257,	0.0,	7.057048041123671e-11,	1.3083550235420672e-12,	6.475413417391151e-13,	3.44829010986298e-11,	1.8749220849630558e-11
2594,	1.273500000014901,	0.257,	0.0,	7.08923700679493e-11,	1.3004e-12,	6.353331690411535e-13,	3.274331888913815e-11,	1.8526769685963242e-11
2596,	1.27383,	0.257,	0.0,	7.165708489819551e-11,	1.2917942738589212e-12,	6.471492498311299e-13,	3.2344229045643154e-11,	1.8475235935539902e-11
2598,	1.273769999976158,	0.257,	0.0,	7.165833037763249e-11,	1.2443350075616785e-12,	6.350561930522847e-13,	2.9839209033384246e-11,	1.8526688368558465e-11
2600,	1.27317,	0.257,	0.0,	7.243492694459416e-11,	1.2808988149678853e-12,	6.519370480932397e-13,	2.8346762107450758e-11,	1.847977690093508e-11
2602,	1.2733350000074506,	0.257,	0.0,	7.233031758485256e-11,	1.2417234748028698e-12,	6.57516983384058e-13,	2.754537864517106e-11,	1.833566469810657e-11
2604,	1.27348,	0.257,	0.0,	7.211643400886044e-11,	1.2363944887763753e-12,	6.362355119018035e-13,	2.7979042357077336e-11,	1.834449014399684e-11
2606,	1.273590000011921,	0.257,	0.0,	7.2053e-11,	1.2156424845299627e-12,	6.386950742207979e-13,	2.7911802062147476e-11,	1.8326e-11
2608,	1.27384,	0.257,	0.0,	7.16160887542605e-11,	1.2684084810948634e-12,	6.417414199167463e-13,	2.984111044517971e-11,	1.8498516763131362e-11
2610,	1.2739749999776482,	0.257,	0.0,	7.138224705115417e-11,	1.2917586599796828e-12,	6.572518304914356e-13,	3.075489663991732e-11,	1.8326e-11
2612,	1.27383,	0.257,	0.0,	6.97955320805963e-11,	1.3302683121706446e-12,	6.8051e-13,	3.519420237618356e-11,	1.866088351569726e-11
2614,	1.273970000011921,	0.257,	0.0,	7.108976734436485e-11,	1.3708157769624624e-12,	6.965507499793088e-13,	3.3785366712249916e-11,	1.874710256984207e-11
2616,	1.27321,	0.257,	0.0,	7.01917045604357e-11,	1.3634583605484846e-12,	6.900112211020148e-13,	3.460623748883293e-11,	1.8483476384710895e-11
2618,	1.2729750000104307,	0.257,	0.0,	6.874937302245559e-11,	1.4284223201681404e-12,	7.195679267539534e-13,	3.892231732853515e-11,	1.8557283303168167e-11
2620,	1.27404,	0.257,	0.0,	6.658500591579074e-11,	1.4479660747740901e-12,	7.363521892563973e-13,	4.724332149171978e-11,	1.881e-11
2622,	1.2740799999344348,	0.257,	0.0,	6.713449901898737e-11,	1.4543510826338588e-12,	7.519744876734548e-13,	4.801627559872746e-11,	1.8922489173661413e-11
2624,	1.27279,	0.257,	0.0,	6.805692301033461e-11,	1.502156366646818e-12,	7.43838479282532e-13,	4.467841751894051e-11,	1.8730723595201503e-11
2626,	1.2722449999806285,	0.257,	0.0,	6.96810621235591e-11,	1.4852494987954847e-12,	7.56100080020717e-13,	4.0802032076372294e-11,	1.8738991983594512e-11
2628,	1.27206,	0.257,	0.0,	7.067353110716986e-11,	1.497536972624391e-12,	7.321428243519459e-13,	3.711624639147083e-11,	1.8690993992712704e-11
2630,	1.2720350000014902,	0.257,	0.0,	7.091003003691426e-11,	1.442023953466816e-12,	7.421442306916813e-13,	3.4334315585883707e-11,	1.8616488975889626e-11
2632,	1.27201,	0.257,	0.0,	6.966782248489546e-11,	1.480468639020142e-12,	7.145516567670439e-13,	3.604794674941877e-11,	1.8688986194293754e-11
2634,	1.2719900000059605,	0.257,	0.0,	7.009970571240103e-11,	1.4811024603810991e-12,	7.177e-13,	3.5729337593657316e-11,	1.8669374015379406e-11
2636,	1.27221,	0.257,	0.0,	7.071051236928755e-11,	1.4878907213044531e-12,	7.45930165744452e-13,	3.409450047707251e-11,	1.8407026646865136e-11
2638,	1.272365000013411,	0.257,	0.0,	7.109004917630373e-11,	1.4520727772991641e-12,	7.159066871101598e-13,	3.362657792667053e-11,	1.8638867859668792e-11
2640,	1.27248,	0.257,	0.0,	7.03772434637806e-11,	1.4686673110058512e-12,	7.07191493453201e-13,	3.4664056282977675e-11,	1.8523397685003934e-11
2642,	1.2723349999925495,	0.257,	0.0,	7.0489e-11,	1.4581184602157441e-12,	7.174795655344096e-13,	3.4734789726063345e-11,	1.8708125361599632e-11
