ixdat version = 0.2.1dev
name = 02-RuO2 rgo 450oxo-50Ag.txt AND timescan-sem190-LOW.txt
technique = EC-MS
tstamp = 1577206441.2
backend_name = BackendBase(none, address=none)
id = 12
timecol 'projected time / [s]' for: 'Ewe/V' and 'I/mA' and 'selector' and 'M4' and 'M28' and 'M44' and 'M32' and 'M18'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V", "<Ewe>/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"], "time/s": ["projected time / [s]"]}
time_step = 2
N_header_lines = 12

projected time / [s],	Ewe/V,	I/mA,	selector,	M4,	M28,	M44,	M32,	M18
1120,	1.25428,	0.257,	0.0,	7.00996358987096e-11,	1.435012620745704e-12,	7.381456888688381e-13,	3.305764371490415e-11,	1.875698153922576e-11
1122,	1.253974999986589,	0.257,	0.0,	7.046312246995056e-11,	1.483762689916989e-12,	7.436939398516768e-13,	3.2624401707293533e-11,	1.8602415603354335e-11
1124,	1.25403,	0.257,	0.0,	7.051350389460021e-11,	1.4353086567295871e-12,	7.327848810852175e-13,	3.1051251898842006e-11,	1.8534488177747613e-11
1126,	1.2543400000089406,	0.257,	0.0,	7.084359869279864e-11,	1.4601292558419513e-12,	7.655361240986316e-13,	3.1047455691671196e-11,	1.8691170092573155e-11
1128,	1.25448,	0.257,	0.0,	7.124784743792728e-11,	1.4338081690979024e-12,	7.595197052409612e-13,	2.9579508864782644e-11,	1.8653416338195807e-11
1130,	1.2547050000163913,	0.257,	0.0,	7.095428401062397e-11,	1.4645124274868894e-12,	7.552902368197311e-13,	3.063769825517091e-11,	1.8683698228836705e-11
1132,	1.25497,	0.257,	0.0,	6.955613621349878e-11,	1.5103242836733876e-12,	7.875104625979387e-13,	3.479568420671102e-11,	1.8825742368134288e-11
1134,	1.2550999999940395,	0.257,	0.0,	6.8953e-11,	1.5407684102667355e-12,	7.969792825407911e-13,	3.738542743709657e-11,	1.8934349412272407e-11
1136,	1.25508,	0.257,	0.0,	7.076875733779492e-11,	1.5435124284136622e-12,	7.869953565434212e-13,	3.421557633989509e-11,	1.8778368934937883e-11
1138,	1.25514500000149,	0.257,	0.0,	7.097155381128451e-11,	1.46477630792477e-12,	7.871164364119064e-13,	3.0120578503258545e-11,	1.8551935839748826e-11
1140,	1.25566,	0.257,	0.0,	7.011439600276947e-11,	1.484251799917221e-12,	7.795653800058365e-13,	3.1486208995103836e-11,	1.859605599975586e-11
1142,	1.25581,	0.257,	0.0,	6.841926033288314e-11,	1.5694289962624241e-12,	7.899014800057559e-13,	3.7821171680667683e-11,	1.8759e-11
1144,	1.25592,	0.257,	0.0,	6.896839979646027e-11,	1.5512787580493155e-12,	8.155847016888781e-13,	3.83482284360767e-11,	1.8724480963660275e-11
1146,	1.2565350000044704,	0.257,	0.0,	6.853990533512156e-11,	1.6014142014717057e-12,	8.180084563454145e-13,	3.931187288432889e-11,	1.8933417146482126e-11
1148,	1.25657,	0.257,	0.0,	6.76543007784714e-11,	1.6165776751549084e-12,	8.296333005673668e-13,	4.156204888506905e-11,	1.8899000013194037e-11
1150,	1.2560749999776484,	0.257,	0.0,	6.722026752141178e-11,	1.660847778706138e-12,	8.38910414664743e-13,	4.480516583977236e-11,	1.9000804540073383e-11
1152,	1.25644,	0.257,	0.0,	6.797633787234043e-11,	1.6851226871887732e-12,	8.308615384336805e-13,	4.484077995473065e-11,	1.8997025314622e-11
1154,	1.2559499999672175,	0.257,	0.0,	6.876139645555727e-11,	1.710095069061449e-12,	8.29913550285632e-13,	4.1176349103602516e-11,	1.891465680489929e-11
1156,	1.25557,	0.257,	0.0,	7.002270708700445e-11,	1.6123267255016664e-12,	8.222909958890427e-13,	3.645330077751736e-11,	1.8805430970998518e-11
1158,	1.25531500000149,	0.257,	0.0,	6.99499615913289e-11,	1.5685020713026778e-12,	7.9818709906175e-13,	3.4088710017625106e-11,	1.871113903072261e-11
1160,	1.25523,	0.257,	0.0,	7.006382729258567e-11,	1.5356980608467377e-12,	7.917980347387453e-13,	3.3548203863862525e-11,	1.8707e-11
1162,	1.2552,	0.257,	0.0,	6.811360807358e-11,	1.5966750719822991e-12,	7.922215704270283e-13,	3.8440396035267454e-11,	1.882094471532796e-11
1164,	1.25527,	0.257,	0.0,	6.823659521824978e-11,	1.5988318685639817e-12,	8.016964910491494e-13,	4.148474145413846e-11,	1.881932665522353e-11
1166,	1.2553049999776482,	0.257,	0.0,	7.009749310749246e-11,	1.5605759370744205e-12,	7.81898639100085e-13,	3.4875080830956986e-11,	1.8756510847340623e-11
1168,	1.25503,	0.257,	0.0,	7.174333057973452e-11,	1.4813110208613838e-12,	7.80187294166916e-13,	3.057591185155173e-11,	1.8675889791386164e-11
1170,	1.2549300000089407,	0.257,	0.0,	7.130326920798002e-11,	1.5346443774594264e-12,	7.627026361384277e-13,	3.0077775098377065e-11,	1.856060652091312e-11
1172,	1.25507,	0.257,	0.0,	7.197670185203927e-11,	1.4942465944742436e-12,	7.628749586074284e-13,	2.944826450764093e-11,	1.8464809472725433e-11
1174,	1.2550449999895692,	0.257,	0.0,	7.178328419566791e-11,	1.4760871028254801e-12,	7.543421929840181e-13,	2.811632007986445e-11,	1.8371666353400195e-11
1176,	1.25488,	0.257,	0.0,	7.1562e-11,	1.5148576922679015e-12,	7.681e-13,	2.8152745562686693e-11,	1.8522156804664163e-11
1178,	1.2549050000074506,	0.257,	0.0,	7.150259566752364e-11,	1.4572188503012366e-12,	7.548844202642738e-13,	2.923685579902013e-11,	1.8611538165956843e-11
1180,	1.25506,	0.257,	0.0,	7.17228815763311e-11,	1.488081552350356e-12,	7.49173902048849e-13,	2.8662318399688158e-11,	1.8669870860457305e-11
1182,	1.2551850000074505,	0.257,	0.0,	7.199118880473643e-11,	1.4682288303452349e-12,	7.336472398345351e-13,	2.7318100490149805e-11,	1.8671751253210178e-11
1184,	1.25541,	0.257,	0.0,	7.194327798120161e-11,	1.4505130152538488e-12,	7.439560944645282e-13,	2.736759799813074e-11,	1.8458337285343962e-11
1186,	1.2555200000089406,	0.257,	0.0,	7.099167231684958e-11,	1.4542229017870804e-12,	7.597707589760005e-13,	3.076588344697246e-11,	1.8621035533076164e-11
1188,	1.25565,	0.257,	0.0,	7.2053e-11,	1.4483081033672148e-12,	7.273262184119271e-13,	2.8179026909317418e-11,	1.843937840939737e-11
1190,	1.2559350000193716,	0.257,	0.0,	7.157479159562485e-11,	1.495300199621827e-12,	7.3232e-13,	2.861739076928222e-11,	1.8527348696760445e-11
1192,	1.25616,	0.257,	0.0,	7.164852340220778e-11,	1.4527669859193877e-12,	7.198195912501985e-13,	2.8239160025626e-11,	1.852529376885674e-11
1194,	1.2563350000104307,	0.257,	0.0,	7.107877492038985e-11,	1.5150727559586992e-12,	7.198900782591914e-13,	2.99633079899643e-11,	1.8698707806619705e-11
1196,	1.2564,	0.257,	0.0,	7.076429787276064e-11,	1.4816927062485422e-12,	7.365397872760653e-13,	3.168733532517098e-11,	1.8510321480433686e-11
1198,	1.2558849999955297,	0.257,	0.0,	7.157573371963982e-11,	1.451184989105298e-12,	6.991479162575684e-13,	2.9200459377916094e-11,	1.8528e-11
1200,	1.25597,	0.257,	0.0,	7.14449015798281e-11,	1.4118954719948523e-12,	7.121436999628996e-13,	2.9539416359784884e-11,	1.8500464577594334e-11
1202,	1.2562700000149012,	0.257,	0.0,	7.15254314133538e-11,	1.4152e-12,	7.301408107549607e-13,	2.914152318638308e-11,	1.8528e-11
1204,	1.25639,	0.257,	0.0,	7.060955976252142e-11,	1.4012674637831937e-12,	7.194102391349581e-13,	2.9444736909109826e-11,	1.8564291852154026e-11
1206,	1.25659500000149,	0.257,	0.0,	7.074146615726576e-11,	1.4374223333605235e-12,	7.2645e-13,	3.1751276989409614e-11,	1.870578069361176e-11
1208,	1.25688,	0.257,	0.0,	7.1268e-11,	1.4679997992315182e-12,	7.039591782252678e-13,	3.04343527103745e-11,	1.8483260521233583e-11
1210,	1.2574500000029802,	0.257,	0.0,	7.1268e-11,	1.4057869814042903e-12,	7.253858595860263e-13,	2.8862366795955065e-11,	1.8681074973477695e-11
1212,	1.2577,	0.257,	0.0,	7.175087170200735e-11,	1.4258507543249357e-12,	7.050446698869671e-13,	2.8417718865793276e-11,	1.849351886858232e-11
1214,	1.257940000014901,	0.257,	0.0,	7.233418346005101e-11,	1.3926585805770201e-12,	7.001773944068973e-13,	2.8007988199455257e-11,	1.8485248518936173e-11
1216,	1.25821,	0.257,	0.0,	7.17542063804449e-11,	1.3809520048065955e-12,	6.835586343296508e-13,	2.8440187370264326e-11,	1.8684700426071718e-11
1218,	1.2583200000089407,	0.257,	0.0,	6.99302441791021e-11,	1.4346882847778426e-12,	7.047489864723274e-13,	3.3972229998359696e-11,	1.8581202764904505e-11
1220,	1.25843,	0.257,	0.0,	6.924040529303125e-11,	1.42862526819772e-12,	7.00184948311364e-13,	3.6610564819613997e-11,	1.8816578260489778e-11
1222,	1.2590150000193716,	0.257,	0.0,	6.685055611568797e-11,	1.4841369734932506e-12,	7.336288077803777e-13,	4.40048627024199e-11,	1.8980099196949773e-11
1224,	1.2592,	0.257,	0.0,	6.733990066886265e-11,	1.4815101347369991e-12,	7.20821210119742e-13,	4.437806583731734e-11,	1.905039566383263e-11
1226,	1.2589399999523163,	0.257,	0.0,	6.936944976374457e-11,	1.4681763317582972e-12,	7.231457981332812e-13,	3.8961721762209665e-11,	1.8821846151820447e-11
1228,	1.25856,	0.257,	0.0,	7.029855392359128e-11,	1.496230278410069e-12,	7.083038017860218e-13,	3.5820019209434e-11,	1.8759073538131947e-11
1230,	1.2585500000029801,	0.257,	0.0,	7.075745068992221e-11,	1.4883365190791853e-12,	6.901616993932332e-13,	3.275899387218194e-11,	1.8680073243494243e-11
1232,	1.25851,	0.257,	0.0,	7.066180667642443e-11,	1.5007635086320913e-12,	7.030122267797626e-13,	3.3028504933782425e-11,	1.868429584072513e-11
1234,	1.2595150000700355,	0.257,	0.0,	7.076197822224e-11,	1.471585883643262e-12,	7.042082410687178e-13,	3.291786181325212e-11,	1.8615109567575073e-11
1236,	1.25946,	0.257,	0.0,	7.04511318015037e-11,	1.4502297989473606e-12,	7.124378608847172e-13,	3.2748259826567025e-11,	1.8707e-11
1238,	1.2591849999925495,	0.257,	0.0,	7.117850508741817e-11,	1.4351e-12,	6.883416438484775e-13,	3.0333737306180366e-11,	1.8591368727267514e-11
1240,	1.25918,	0.257,	0.0,	7.172631162928258e-11,	1.3952886764569571e-12,	6.864798489649577e-13,	2.863e-11,	1.8386477961335106e-11
1242,	1.259300000011921,	0.257,	0.0,	7.1562e-11,	1.4301713583733847e-12,	6.739933071260636e-13,	2.7694792320059098e-11,	1.8528e-11
1244,	1.25951,	0.257,	0.0,	6.940801964201951e-11,	1.4485852141710899e-12,	6.804371618812493e-13,	3.3801911773855083e-11,	1.8556848137267002e-11
1246,	1.2596400000089407,	0.257,	0.0,	6.730539546073571e-11,	1.6024e-12,	7.10477485121175e-13,	4.196973271159532e-11,	1.886210552115389e-11
1248,	1.26055,	0.257,	0.0,	6.807866245529942e-11,	1.6580392792822376e-12,	7.106960702449028e-13,	4.3708709963721534e-11,	1.88892861207568e-11
1250,	1.2594349999001624,	0.257,	0.0,	6.857997045772607e-11,	1.6070650907683567e-12,	7.182233723816278e-13,	4.2774242529080486e-11,	1.8864579860353483e-11
1252,	1.25843,	0.257,	0.0,	6.934164926649281e-11,	1.645094384830657e-12,	6.977738614442577e-13,	4.0185637435996937e-11,	1.8945504437874687e-11
1254,	1.2577299999821185,	0.257,	0.0,	6.947979884924234e-11,	1.5353364885549669e-12,	7.054514008855817e-13,	3.8303246467924944e-11,	1.8787282052017578e-11
1256,	1.25728,	0.257,	0.0,	7.064130766626287e-11,	1.4854059176717554e-12,	7.181726631403915e-13,	3.398799413123462e-11,	1.864936094788085e-11
1258,	1.2567550000044703,	0.257,	0.0,	7.157063299870491e-11,	1.4504224999666214e-12,	6.95690829846859e-13,	3.0644340012550354e-11,	1.86218330013752e-11
1260,	1.25682,	0.257,	0.0,	7.167292146241611e-11,	1.4294976112057182e-12,	7.086767359837263e-13,	2.9080454679027015e-11,	1.8548115805713283e-11
1262,	1.2569350000104307,	0.257,	0.0,	6.969351995038987e-11,	1.482400798177719e-12,	6.961554400920868e-13,	3.3250608211994174e-11,	1.8533728011608122e-11
1264,	1.25715,	0.257,	0.0,	6.773335148970423e-11,	1.4635303111209438e-12,	7.021540595881691e-13,	4.026261309772338e-11,	1.888387756252898e-11
1266,	1.2571199999850988,	0.257,	0.0,	6.899285498086655e-11,	1.4357106550514047e-12,	6.93492930650537e-13,	3.951644090641367e-11,	1.8936488148553088e-11
1268,	1.25704,	0.257,	0.0,	7.038269397457654e-11,	1.456472261069518e-12,	6.755016586566184e-13,	3.581528037130222e-11,	1.8807263572559978e-11
1270,	1.257140000011921,	0.257,	0.0,	7.12053309674379e-11,	1.4537216902612821e-12,	6.735510789653411e-13,	3.161844499365957e-11,	1.8536286149363153e-11
1272,	1.2575,	0.257,	0.0,	7.123223079201999e-11,	1.4914224881872287e-12,	6.923527807320156e-13,	3.164596449961251e-11,	1.8691355023625544e-11
1274,	1.257700000011921,	0.257,	0.0,	7.045464662742449e-11,	1.4708914136832964e-12,	6.837691591238058e-13,	3.204666930425552e-11,	1.868579567692753e-11
1276,	1.25817,	0.257,	0.0,	7.086365090039464e-11,	1.4100153760242124e-12,	6.933078093304905e-13,	3.1656656798785996e-11,	1.8680520733717937e-11
1278,	1.25822,	0.257,	0.0,	6.923668210516566e-11,	1.4825227808417294e-12,	7.032348440662398e-13,	3.5025283790020957e-11,	1.856105930782855e-11
1280,	1.2583,	0.257,	0.0,	6.864952517045869e-11,	1.508560612215598e-12,	6.998163673293589e-13,	3.84022171844955e-11,	1.8773952617073406e-11
1282,	1.2583349999836086,	0.257,	0.0,	6.888022999691963e-11,	1.5144664003372191e-12,	7.116462794351577e-13,	3.9455392006874085e-11,	1.895054400920868e-11
1284,	1.25795,	0.257,	0.0,	6.835472786610186e-11,	1.5810159810525405e-12,	7.073500285467469e-13,	4.196257102076076e-11,	1.8796872784399994e-11
1286,	1.2572549999567866,	0.257,	0.0,	6.892342285840396e-11,	1.5647058531984097e-12,	6.908768411819801e-13,	4.044080949801144e-11,	1.8827905203352664e-11
1288,	1.25673,	0.257,	0.0,	6.800140601889582e-11,	1.5503110653099962e-12,	7.12930741859457e-13,	4.283e-11,	1.8964181715882962e-11
1290,	1.2563799999850989,	0.257,	0.0,	6.892067751776677e-11,	1.5479349103285308e-12,	7.226035796991553e-13,	4.0871130160297667e-11,	1.886006509601989e-11
1292,	1.25576,	0.257,	0.0,	6.957698520204386e-11,	1.5538539994775031e-12,	7.132734942819553e-13,	3.80322279942949e-11,	1.8882387948211623e-11
1294,	1.2552499999761582,	0.257,	0.0,	6.952171677905025e-11,	1.4964299708370804e-12,	7.131040058325839e-13,	3.635436954582759e-11,	1.8836e-11
1296,	1.25499,	0.257,	0.0,	6.967652427691463e-11,	1.486526696446614e-12,	7.024201460857802e-13,	3.636678153496663e-11,	1.8719567950338568e-11
1298,	1.2550700000059605,	0.257,	0.0,	6.912450635869169e-11,	1.4716253698076884e-12,	7.079813063408044e-13,	3.7360242172080313e-11,	1.8829930917923288e-11
1300,	1.2552,	0.257,	0.0,	6.822250293402931e-11,	1.451452663410161e-12,	7.231518930079179e-13,	4.112652077403731e-11,	1.885272781490821e-11
1302,	1.2555050000104309,	0.257,	0.0,	6.902217891888648e-11,	1.5077835738642274e-12,	7.029408856126095e-13,	4.0327424382272315e-11,	1.8841905711132618e-11
1304,	1.25555,	0.257,	0.0,	7.064697339738234e-11,	1.4811605111995538e-12,	7.06514046064446e-13,	3.52708241445292e-11,	1.8786186572303434e-11
1306,	1.2555449999955297,	0.257,	0.0,	7.19979112457395e-11,	1.4438988159248572e-12,	6.83618638556942e-13,	2.936979877212073e-11,	1.859232545031488e-11
1308,	1.25564,	0.257,	0.0,	7.2053e-11,	1.387062428168757e-12,	7.026678105366911e-13,	2.6797553206142265e-11,	1.8631e-11
1310,	1.255770000011921,	0.257,	0.0,	7.255361328526738e-11,	1.3851362730729125e-12,	6.87403227215555e-13,	2.619288971945202e-11,	1.8389150289721604e-11
1312,	1.25579,	0.257,	0.0,	7.215541598701477e-11,	1.3905396003246306e-12,	6.808575004935265e-13,	2.5805940004825592e-11,	1.8543412007808685e-11
1314,	1.2559300000178815,	0.257,	0.0,	7.159385502621194e-11,	1.3505603556904453e-12,	6.99146480182101e-13,	2.689884313067596e-11,	1.849442011660409e-11
1316,	1.25615,	0.257,	0.0,	7.148126092169697e-11,	1.364699320079328e-12,	6.559759556629376e-13,	2.86178709979909e-11,	1.8605e-11
1318,	1.2563000000029803,	0.257,	0.0,	7.187560641079496e-11,	1.3621516038108971e-12,	6.931465013963357e-13,	2.8381632649581004e-11,	1.8596667637100525e-11
1320,	1.25644,	0.257,	0.0,	7.171129759747099e-11,	1.3302883247457022e-12,	6.664067948377476e-13,	2.7911466012236234e-11,	1.852204306090191e-11
1322,	1.256545000013411,	0.257,	0.0,	7.198976528278273e-11,	1.3403293886886907e-12,	6.627634333805006e-13,	2.789006595708419e-11,	1.8503e-11
1324,	1.25682,	0.257,	0.0,	7.035225947086838e-11,	1.3506223433586205e-12,	6.425996901465987e-13,	3.0589009180788424e-11,	1.8605e-11
1326,	1.2571350000312924,	0.257,	0.0,	7.069309110481221e-11,	1.3297183361343934e-12,	6.794634172313581e-13,	3.092721251482651e-11,	1.8341079152586712e-11
1328,	1.25742,	0.257,	0.0,	7.199752951559262e-11,	1.3622873742536064e-12,	6.453647038486396e-13,	2.8577755620439513e-11,	1.8506195527538804e-11
1330,	1.2576650000044702,	0.257,	0.0,	7.144310364500344e-11,	1.3240169785564496e-12,	6.817744016941134e-13,	2.8921243817709817e-11,	1.8525334648597376e-11
1332,	1.2579,	0.257,	0.0,	7.163551476549392e-11,	1.3257038431243274e-12,	6.535918945202284e-13,	2.792487275524427e-11,	1.8528e-11
1334,	1.2581500000029802,	0.257,	0.0,	7.155472495556587e-11,	1.3003150629330024e-12,	6.828118838913154e-13,	2.8640524810475774e-11,	1.8339146780804828e-11
1336,	1.25835,	0.257,	0.0,	7.155760949603583e-11,	1.2802078488454027e-12,	6.747751937959424e-13,	2.923764534868946e-11,	1.8731863372070188e-11
1338,	1.258560000014901,	0.257,	0.0,	7.087684910457851e-11,	1.3236310646187126e-12,	6.83272070610918e-13,	3.151492306276121e-11,	1.863039644558873e-11
1340,	1.25879,	0.257,	0.0,	6.974117633277312e-11,	1.3501050095857178e-12,	6.751960919297215e-13,	3.347663731012216e-11,	1.8528e-11
1342,	1.2586749999180435,	0.257,	0.0,	6.863494875784159e-11,	1.4198480342083718e-12,	6.868314560311333e-13,	3.8073795445313566e-11,	1.886507086311512e-11
1344,	1.25803,	0.257,	0.0,	6.856467210691642e-11,	1.402588286799621e-12,	6.846662949213923e-13,	4.0268170102694806e-11,	1.892987475545097e-11
1346,	1.2578999999940395,	0.257,	0.0,	6.963190927947441e-11,	1.4124315925164322e-12,	6.760444590733118e-13,	3.802116167937095e-11,	1.872433465950265e-11
1348,	1.25787,	0.257,	0.0,	6.972898740590154e-11,	1.4005679911579304e-12,	6.9183e-13,	3.592238104195173e-11,	1.8646730352491846e-11
1350,	1.2578350000044702,	0.257,	0.0,	7.133167157062834e-11,	1.331504142276178e-12,	6.638796454381635e-13,	3.329100004232282e-11,	1.855818639302294e-11
1352,	1.25778,	0.257,	0.0,	7.187072947641568e-11,	1.3491877771316959e-12,	6.738002003384684e-13,	2.8787284502842388e-11,	1.8424208396441785e-11
1354,	1.2582450000193717,	0.257,	0.0,	7.1955e-11,	1.3240507023912333e-12,	6.728733436058783e-13,	2.8524346708425756e-11,	1.866610622193714e-11
1356,	1.25849,	0.257,	0.0,	7.012581540753491e-11,	1.340192237414913e-12,	6.719663601328941e-13,	3.195781007714346e-11,	1.8687003889695063e-11
1358,	1.2587200000029801,	0.257,	0.0,	6.827113114327113e-11,	1.379031980120388e-12,	6.797139530342364e-13,	4.0234089561269305e-11,	1.8683411319754868e-11
1360,	1.25909,	0.257,	0.0,	6.845988414669037e-11,	1.4285927019357682e-12,	6.903830195856094e-13,	4.230918581342697e-11,	1.8939e-11
1362,	1.258930000011921,	0.257,	0.0,	6.95952133786249e-11,	1.4012016035199942e-12,	6.763300498361649e-13,	3.810701303251188e-11,	1.877550801759997e-11
1364,	1.25857,	0.257,	0.0,	6.878174238084366e-11,	1.4140581470663689e-12,	6.820893505153184e-13,	3.856147379160851e-11,	1.8836e-11
1366,	1.2580649999955296,	0.257,	0.0,	7.013728941232676e-11,	1.3980637046142299e-12,	6.806463511647782e-13,	3.5940180476914505e-11,	1.8820603628834937e-11
1368,	1.25777,	0.257,	0.0,	7.094303263325107e-11,	1.3770322429875779e-12,	6.745645547732625e-13,	3.237936360904617e-11,	1.866270413334136e-11
1370,	1.2574749999895691,	0.257,	0.0,	7.196357614329352e-11,	1.3516123179630031e-12,	6.666460910842312e-13,	2.8473227919165227e-11,	1.8528e-11
1372,	1.25727,	0.257,	0.0,	7.1562e-11,	1.3278818898332548e-12,	6.745960630335525e-13,	2.928575590091831e-11,	1.8698527558582095e-11
1374,	1.257375000013411,	0.257,	0.0,	7.1562e-11,	1.3411734933711638e-12,	6.588843828391528e-13,	2.9040947360819997e-11,	1.8602715796568005e-11
1376,	1.25758,	0.257,	0.0,	7.134844077740199e-11,	1.3615856310442295e-12,	6.650734368988177e-13,	2.89510388339896e-11,	1.8654937864181495e-11
1378,	1.25758500000149,	0.257,	0.0,	6.955812602017218e-11,	1.3427405469031048e-12,	6.513598440587663e-13,	3.342129939294783e-11,	1.8801744084884523e-11
1380,	1.25765,	0.257,	0.0,	7.003963027083788e-11,	1.3590633086951778e-12,	6.743159761619027e-13,	3.4121121147447085e-11,	1.892857100289112e-11
1382,	1.2579450000223518,	0.257,	0.0,	6.994338004580084e-11,	1.3231326751129136e-12,	6.85299802533874e-13,	3.425267324887086e-11,	1.8779975322618227e-11
1384,	1.25828,	0.257,	0.0,	7.0457814659394e-11,	1.3573233226085423e-12,	6.508600815964626e-13,	3.3262997015882755e-11,	1.8735947032222444e-11
1386,	1.2584999999910593,	0.257,	0.0,	6.907436389543064e-11,	1.3649775151045469e-12,	6.624637072915647e-13,	3.727774557397278e-11,	1.874809171262612e-11
1388,	1.25861,	0.257,	0.0,	7.035222834538685e-11,	1.4889834648507433e-12,	6.749e-13,	3.4350015757449466e-11,	1.885369291453328e-11
1390,	1.2587400000149012,	0.257,	0.0,	6.739325811431074e-11,	1.4489467025851477e-12,	6.728747448124596e-13,	3.950676712042196e-11,	1.8831582176918517e-11
1392,	1.25887,	0.257,	0.0,	6.799022405104196e-11,	1.4200576382675858e-12,	7.030282479829718e-13,	4.193107331006284e-11,	1.8931562115923375e-11
1394,	1.2589899999821186,	0.257,	0.0,	6.912442645269404e-11,	1.3685512339161604e-12,	6.764684601549132e-13,	3.9048079967426326e-11,	1.872663376223572e-11
1396,	1.25877,	0.257,	0.0,	7.030369971626098e-11,	1.3931e-12,	6.953421866810876e-13,	3.5502620988067947e-11,	1.885317201312901e-11
1398,	1.2584650000104307,	0.257,	0.0,	6.985537870559865e-11,	1.416716864847224e-12,	6.658071899758853e-13,	3.5868260342758473e-11,	1.8516618346381304e-11
1400,	1.25845,	0.257,	0.0,	7.029937723364186e-11,	1.4138268660934138e-12,	6.754301964744581e-13,	3.405195065221694e-11,	1.8542286140644278e-11
1402,	1.2581049999627472,	0.257,	0.0,	6.956551274242057e-11,	1.4056188186757215e-12,	6.666022265486296e-13,	3.602914639316032e-11,	1.8724387593014793e-11
1404,	1.2577,	0.257,	0.0,	6.972808948381913e-11,	1.3748332057832477e-12,	7.056558492018649e-13,	3.680118898793162e-11,	1.8840392239775952e-11
1406,	1.25732,	0.257,	0.0,	7.200727935690532e-11,	1.374741954279178e-12,	6.712713624315399e-13,	3.2169796628248246e-11,	1.85369694000466e-11
1408,	1.25734,	0.257,	0.0,	7.20355739800669e-11,	1.3754319531702618e-12,	6.803440238169359e-13,	2.981838458823651e-11,	1.8528e-11
1410,	1.257269999988079,	0.257,	0.0,	6.895497540745289e-11,	1.3544924219032513e-12,	6.74858897351653e-13,	3.4992450804463214e-11,	1.8528304135975555e-11
1412,	1.25732,	0.257,	0.0,	6.897081357782134e-11,	1.383363905211915e-12,	6.993406231660108e-13,	3.777939950350621e-11,	1.870497633495602e-11
1414,	1.2575200000029803,	0.257,	0.0,	7.089895932657992e-11,	1.3658962108593286e-12,	6.60402913942945e-13,	3.337044855777619e-11,	1.8752282811457714e-11
1416,	1.25763,	0.257,	0.0,	7.12437658286861e-11,	1.367537545423605e-12,	6.621392200080123e-13,	3.0054427526084225e-11,	1.8615304834489677e-11
1418,	1.2578950000163913,	0.257,	0.0,	7.239038188753166e-11,	1.3316818141808654e-12,	6.815014471393987e-13,	2.7464862073347604e-11,	1.829303634229795e-11
1420,	1.25814,	0.257,	0.0,	6.954749898469057e-11,	1.3313563130268262e-12,	6.936264531490837e-13,	3.379770144121382e-11,	1.86787915849243e-11
1422,	1.2584750000163913,	0.257,	0.0,	6.84945410800267e-11,	1.4071318648371982e-12,	6.899584571712516e-13,	3.8715668350886245e-11,	1.8724029055773946e-11
1424,	1.25839,	0.257,	0.0,	7.044991140091235e-11,	1.4208012640596162e-12,	6.57957974440227e-13,	3.508681001149145e-11,	1.88254683567225e-11
1426,	1.2583499999910595,	0.257,	0.0,	6.980228990172639e-11,	1.4209798824083758e-12,	6.665720722714003e-13,	3.4188242641941353e-11,	1.872385798034528e-11
1428,	1.25848,	0.257,	0.0,	6.885959431575147e-11,	1.4725765158353043e-12,	7.029060416175845e-13,	3.8655827364433826e-11,	1.877792694128194e-11
1430,	1.2587200000089407,	0.257,	0.0,	6.922770098328591e-11,	1.4086136016845703e-12,	6.89617639875412e-13,	3.804978303408623e-11,	1.863903399324417e-11
1432,	1.25877,	0.257,	0.0,	6.873701776218521e-11,	1.4266568036531184e-12,	6.743879292051961e-13,	3.912506507299277e-11,	1.8908059167077355e-11
1434,	1.2588350000074506,	0.257,	0.0,	7.0393e-11,	1.3956125246412906e-12,	6.74464861867697e-13,	3.472018244054113e-11,	1.8511604536442775e-11
1436,	1.25887,	0.257,	0.0,	7.045385297489292e-11,	1.4058184997040082e-12,	6.87173019173312e-13,	3.288357154577428e-11,	1.8791328142911863e-11
1438,	1.2587550000014902,	0.257,	0.0,	7.0878e-11,	1.3819692318218754e-12,	6.964300003103674e-13,	3.1579230701731283e-11,	1.8636461507858877e-11
1440,	1.25907,	0.257,	0.0,	6.990499701447222e-11,	1.3684806497318085e-12,	6.92269130654792e-13,	3.3893e-11,	1.8767600192288232e-11
1442,	1.2590950000044703,	0.257,	0.0,	7.122260853704798e-11,	1.392249226040667e-12,	6.96833563867759e-13,	3.113467045379462e-11,	1.857570735391896e-11
1444,	1.25919,	0.257,	0.0,	7.1268e-11,	1.3479183430895288e-12,	6.6375e-13,	2.984463313726892e-11,	1.8528e-11
1446,	1.2590750000074507,	0.257,	0.0,	7.101906207873698e-11,	1.3342885494124264e-12,	6.790692293596119e-13,	3.139320258518227e-11,	1.8733836142185026e-11
1448,	1.25902,	0.257,	0.0,	7.105945214235448e-11,	1.3310770972479483e-12,	6.706350445181379e-13,	3.1938306935556375e-11,	1.8675541944958965e-11
1450,	1.2590800000119209,	0.257,	0.0,	7.065533626332531e-11,	1.3246834791918976e-12,	6.647479986278768e-13,	3.126474246183739e-11,	1.8586957236188927e-11
1452,	1.25941,	0.257,	0.0,	7.130449118960762e-11,	1.2757223372811702e-12,	6.868601351219411e-13,	3.0538717719308106e-11,	1.8588835568599953e-11
