ixdat version = 0.2.1dev
name = 01-Ru rgo 450H-50Ag.txt AND timescan-sem190-LOW.txt
technique = EC-MS
tstamp = 1577186652.6
backend_name = BackendBase(none, address=none)
id = 9
timecol 'projected time / [s]' for: 'Ewe/V' and 'I/mA' and 'selector' and 'M4' and 'M28' and 'M44' and 'M32' and 'M18'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V", "<Ewe>/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"], "time/s": ["projected time / [s]"]}
time_step = 2
N_header_lines = 12

projected time / [s],	Ewe/V,	I/mA,	selector,	M4,	M28,	M44,	M32,	M18
1152,	1.20806,	0.118,	0.0,	7.631130987833597e-11,	1.2329757403673247e-12,	6.578459094046965e-13,	1.294247589762014e-11,	1.8294622263123838e-11
1154,	1.2081399999940394,	0.118,	0.0,	7.631478351405046e-11,	1.2144047083840192e-12,	6.588732659327134e-13,	1.4473339775810121e-11,	1.8326e-11
1156,	1.20818,	0.118,	0.0,	7.745851950020983e-11,	1.1889509720881278e-12,	6.537337348826992e-13,	1.1876203822891564e-11,	1.823266993423582e-11
1158,	1.2082299999940396,	0.118,	0.0,	7.673650397658138e-11,	1.2227748526989613e-12,	6.747558873437142e-13,	1.3190398367750014e-11,	1.8303389550496413e-11
1160,	1.20831,	0.118,	0.0,	7.686946049724057e-11,	1.22116501322192e-12,	6.523099116878158e-13,	1.4093621205489697e-11,	1.8160746324727944e-11
1162,	1.20836499999851,	0.118,	0.0,	7.793105625901565e-11,	1.1824875711287848e-12,	6.553710163072165e-13,	1.1403216966041817e-11,	1.8301e-11
1164,	1.20834,	0.118,	0.0,	7.781984468232806e-11,	1.1921139753336298e-12,	6.641009889695525e-13,	1.076275232336597e-11,	1.8298094195942578e-11
1166,	1.2084049999955297,	0.118,	0.0,	7.695071300121678e-11,	1.2085852071878252e-12,	6.736103840019751e-13,	1.2237044381116969e-11,	1.8215236690355688e-11
1168,	1.20849,	0.118,	0.0,	7.688829392686239e-11,	1.2217313652591662e-12,	6.77261482803765e-13,	1.2946078902917078e-11,	1.8317177531563426e-11
1170,	1.2085199999970198,	0.118,	0.0,	7.79406569629045e-11,	1.1451869721638063e-12,	6.473437263532958e-13,	1.1779544141062925e-11,	1.8326e-11
1172,	1.20857,	0.118,	0.0,	7.773084020922525e-11,	1.1834402376050546e-12,	6.746150289911366e-13,	1.2330000033388007e-11,	1.8128171604251467e-11
1174,	1.2086449999955298,	0.118,	0.0,	7.691e-11,	1.1853089744614656e-12,	6.582632051782449e-13,	1.138435899256623e-11,	1.822597435989075e-11
1176,	1.2087,	0.118,	0.0,	7.612233841285636e-11,	1.236021494447245e-12,	6.51364023800477e-13,	1.4323691095559302e-11,	1.842450985228393e-11
1178,	1.20872499999851,	0.118,	0.0,	7.79652039621042e-11,	1.1712469425309302e-12,	6.509814298603386e-13,	1.1309551195695768e-11,	1.8286632634752252e-11
1180,	1.20881,	0.118,	0.0,	7.619886069879682e-11,	1.2030086477543906e-12,	6.714119524710278e-13,	1.338032752211314e-11,	1.8309437418763663e-11
1182,	1.2087349999955297,	0.118,	0.0,	7.802703984121994e-11,	1.2563219304926329e-12,	6.539157736466761e-13,	1.1798145589161368e-11,	1.828057014999823e-11
1184,	1.20877,	0.118,	0.0,	7.788984406765633e-11,	1.2269138057062457e-12,	6.733935394204218e-13,	1.1866490309953576e-11,	1.814877910870007e-11
1186,	1.2088049999955297,	0.118,	0.0,	7.662174738395458e-11,	1.2299242107146012e-12,	6.423851583042573e-13,	1.267742866754566e-11,	1.8304176073859123e-11
1188,	1.20885,	0.118,	0.0,	7.691e-11,	1.181786292435688e-12,	6.615993108432965e-13,	1.2077775091793509e-11,	1.8320847137001814e-11
1190,	1.2089,	0.118,	0.0,	7.681976916712222e-11,	1.1836897455575736e-12,	6.512192297176715e-13,	1.2743705190775977e-11,	1.8205448721792135e-11
1192,	1.20894,	0.118,	0.0,	7.745998514421738e-11,	1.214657101911487e-12,	6.64887246970626e-13,	1.2313707150018434e-11,	1.8338079894681996e-11
1194,	1.2090299999970198,	0.118,	0.0,	7.603043688420286e-11,	1.2274293885480073e-12,	6.51126528597064e-13,	1.4319635107161398e-11,	1.8282512820524878e-11
1196,	1.20907,	0.118,	0.0,	7.691e-11,	1.192787279356994e-12,	6.544713585439442e-13,	1.3010062234306695e-11,	1.8243686406660295e-11
1198,	1.2091350000044703,	0.118,	0.0,	7.757124458780349e-11,	1.1759992983136787e-12,	6.490584977338293e-13,	1.1436542033810522e-11,	1.8192067161405053e-11
1200,	1.20915,	0.118,	0.0,	7.6573958829551e-11,	1.2260200440524951e-12,	6.492122450097529e-13,	1.3549774682237933e-11,	1.838142283371736e-11
1202,	1.2092249999955296,	0.118,	0.0,	7.822208639826598e-11,	1.195204465441226e-12,	6.482384076022659e-13,	1.0888442730582599e-11,	1.8270845631835874e-11
1204,	1.20925,	0.118,	0.0,	7.67625897319178e-11,	1.2100032542021865e-12,	6.4587e-13,	1.2842942753203367e-11,	1.8286414243606432e-11
1206,	1.2093099999970198,	0.118,	0.0,	7.667768642883594e-11,	1.2331212981113444e-12,	6.661856514010616e-13,	1.4104951609266346e-11,	1.827238166152327e-11
1208,	1.20934,	0.118,	0.0,	7.651785040877213e-11,	1.2272444662236093e-12,	6.666650965722583e-13,	1.465891657502211e-11,	1.8259819429170352e-11
1210,	1.2094199999970199,	0.118,	0.0,	7.691e-11,	1.1984083545556687e-12,	6.679129696162202e-13,	1.2600152504065846e-11,	1.8225890309420958e-11
1212,	1.20946,	0.118,	0.0,	7.747130765873882e-11,	1.2029445777874754e-12,	6.414713915557495e-13,	1.1329596716124808e-11,	1.8219595679685794e-11
1214,	1.2094999999970197,	0.118,	0.0,	7.686448598012956e-11,	1.2129219404307207e-12,	6.600408503849575e-13,	1.2106344624211285e-11,	1.8191215409960448e-11
1216,	1.20959,	0.118,	0.0,	7.610876915625212e-11,	1.2371153823726366e-12,	6.522626912145334e-13,	1.4431653967623977e-11,	1.8243269236195233e-11
1218,	1.2096549999985098,	0.118,	0.0,	7.731508548438544e-11,	1.2132525195283294e-12,	6.427253874162236e-13,	1.210706887147482e-11,	1.8286678646541984e-11
1220,	1.20968,	0.118,	0.0,	7.69622986644497e-11,	1.2255136342950107e-12,	6.537957927263215e-13,	1.3367685306080032e-11,	1.8242885766911178e-11
1222,	1.20975499999851,	0.118,	0.0,	7.526532512355522e-11,	1.2160737935614483e-12,	6.6375e-13,	1.6914475751093775e-11,	1.829266015490727e-11
1224,	1.20982,	0.118,	0.0,	7.637728298500079e-11,	1.2440660729871264e-12,	6.599419325637475e-13,	1.5150178574585988e-11,	1.8301e-11
1226,	1.2098249999955297,	0.118,	0.0,	7.654149258050563e-11,	1.278742973109124e-12,	6.511997232884513e-13,	1.4106537120058918e-11,	1.822228607284246e-11
1228,	1.20987,	0.118,	0.0,	7.664110129326563e-11,	1.24488086726558e-12,	6.552432250654874e-13,	1.3302092001390377e-11,	1.8279878782775093e-11
1230,	1.2098849999955297,	0.118,	0.0,	7.712484013304416e-11,	1.1965940773435561e-12,	6.53705484746853e-13,	1.2920055423623285e-11,	1.8182840244964524e-11
1232,	1.20992,	0.118,	0.0,	7.624784546468335e-11,	1.2284e-12,	6.3096e-13,	1.406239069273222e-11,	1.8199938770914045e-11
1234,	1.2099249999955297,	0.118,	0.0,	7.760959159019692e-11,	1.2151385385825193e-12,	6.469723423537807e-13,	1.2336884885122347e-11,	1.8149174174425015e-11
1236,	1.20999,	0.118,	0.0,	7.703227542102502e-11,	1.2224370711302069e-12,	6.330268414886589e-13,	1.2565224641207477e-11,	1.8280366755416676e-11
1238,	1.21002500000149,	0.118,	0.0,	7.688550298046754e-11,	1.2129710040667535e-12,	6.423631935300624e-13,	1.2156289816375359e-11,	1.8136834308952876e-11
1240,	1.21009,	0.118,	0.0,	7.691e-11,	1.2186201184333504e-12,	6.477262525449533e-13,	1.2662603544535949e-11,	1.8197781067593065e-11
1242,	1.21015,	0.118,	0.0,	7.6084e-11,	1.1942993150273905e-12,	6.497995824153215e-13,	1.4629756076024244e-11,	1.8321273088892127e-11
1244,	1.2102,	0.118,	0.0,	7.760631245719086e-11,	1.2602705769060955e-12,	6.52854834192897e-13,	1.3186393342895534e-11,	1.8304174160105583e-11
1246,	1.2103099999910594,	0.118,	0.0,	7.598180076711e-11,	1.2110873639548658e-12,	6.364763833362798e-13,	1.4390614077261056e-11,	1.8250590857285056e-11
1248,	1.21046,	0.118,	0.0,	7.689346347648712e-11,	1.2263761760374253e-12,	6.499972272057839e-13,	1.3389902869113905e-11,	1.8424977979570462e-11
1250,	1.2104949999955297,	0.118,	0.0,	7.815401181347672e-11,	1.1856023677035447e-12,	6.346814194535465e-13,	1.0937396577823215e-11,	1.8299769228200923e-11
1252,	1.21057,	0.118,	0.0,	7.771227618940792e-11,	1.1847131117798818e-12,	6.318866091439127e-13,	1.0574478682421224e-11,	1.8125e-11
1254,	1.2106399999970199,	0.118,	0.0,	7.6952769270994e-11,	1.2048358957767462e-12,	6.455612804818407e-13,	1.262312812342465e-11,	1.8305384595995697e-11
1256,	1.21069,	0.118,	0.0,	7.78216626836193e-11,	1.183286390933512e-12,	6.316629595640749e-13,	1.0735088940930278e-11,	1.8125e-11
1258,	1.21070499999851,	0.118,	0.0,	7.709130188331879e-11,	1.1603548351243728e-12,	6.343625242744927e-13,	1.202776708760637e-11,	1.810394477552913e-11
1260,	1.21076,	0.118,	0.0,	7.7222e-11,	1.2001115665212137e-12,	6.255817690982194e-13,	1.1184625854072543e-11,	1.8025e-11
1262,	1.2107899999970198,	0.118,	0.0,	7.722215200346825e-11,	1.2116419688268848e-12,	6.210423329918888e-13,	1.2390284882848951e-11,	1.8275461757067424e-11
1264,	1.21086,	0.118,	0.0,	7.671123853351437e-11,	1.2076347146560389e-12,	6.422821870880138e-13,	1.2566788990424463e-11,	1.811502176874107e-11
1266,	1.2108949999955296,	0.118,	0.0,	7.721514197451037e-11,	1.213467457178704e-12,	6.31063156300082e-13,	1.2210822497827428e-11,	1.828868047793758e-11
1268,	1.21096,	0.118,	0.0,	7.666538570420088e-11,	1.1855229477426082e-12,	6.503992586352088e-13,	1.33601061251841e-11,	1.8154223468703976e-11
1270,	1.2110299999970198,	0.118,	0.0,	7.781553908936718e-11,	1.1987384545625868e-12,	6.293152410392333e-13,	1.1655092644411194e-11,	1.8225e-11
1272,	1.21108,	0.118,	0.0,	7.679607489841724e-11,	1.1811074832151242e-12,	6.262453057978809e-13,	1.3458680137045496e-11,	1.821747618003869e-11
1274,	1.2111399999970198,	0.118,	0.0,	7.627175486076147e-11,	1.2408571483980658e-12,	6.380381664476722e-13,	1.4686612603885273e-11,	1.830332656022247e-11
1276,	1.21122,	0.118,	0.0,	7.79330000388877e-11,	1.2027999932409488e-12,	6.26943998140798e-13,	1.1767200245918354e-11,	1.8250400023332616e-11
1278,	1.2112449999955297,	0.118,	0.0,	7.746967187452982e-11,	1.181079417073637e-12,	6.489557176606095e-13,	1.1345625200977562e-11,	1.8125e-11
1280,	1.21132,	0.118,	0.0,	7.646523084392874e-11,	1.188430769040859e-12,	6.548653828745422e-13,	1.3484230645246619e-11,	1.8326e-11
1282,	1.2113849999955297,	0.118,	0.0,	7.691e-11,	1.2204173528059094e-12,	6.405529182600427e-13,	1.360971395059139e-11,	1.827659565264621e-11
1284,	1.21146,	0.118,	0.0,	7.732219732842162e-11,	1.2255028085854586e-12,	6.33260140853314e-13,	1.269986678300921e-11,	1.8326e-11
1286,	1.2113350000014902,	0.118,	0.0,	7.705655123740165e-11,	1.1998653079665861e-12,	6.261971426936293e-13,	1.3040203726697714e-11,	1.8259122439635963e-11
1288,	1.21136,	0.118,	0.0,	7.673268242721357e-11,	1.207610254465939e-12,	6.3096e-13,	1.3737475441127198e-11,	1.820032937803093e-11
1290,	1.2114299999940394,	0.118,	0.0,	7.716003553448087e-11,	1.211792309166372e-12,	6.331674541925934e-13,	1.286491713731218e-11,	1.8265439834574175e-11
1292,	1.21143,	0.118,	0.0,	7.648148904004701e-11,	1.2169672730027141e-12,	6.554413482809222e-13,	1.455376737238561e-11,	1.8194628700849273e-11
1294,	1.2115149999895691,	0.118,	0.0,	7.705393488068725e-11,	1.2148767301101523e-12,	6.368259762324408e-13,	1.3713215114704268e-11,	1.814861929253162e-11
1296,	1.21158,	0.118,	0.0,	7.651718563897123e-11,	1.1746e-12,	6.41637873162719e-13,	1.3540311168006576e-11,	1.8357964568739794e-11
1298,	1.2116499999940396,	0.118,	0.0,	7.6807e-11,	1.203231360180427e-12,	6.390201196842529e-13,	1.3735988175472323e-11,	1.811849111361704e-11
1300,	1.21171,	0.118,	0.0,	7.719879489422235e-11,	1.2038824439781097e-12,	6.349713405211585e-13,	1.2635996048929879e-11,	1.8200345171965836e-11
1302,	1.2117299999970197,	0.118,	0.0,	7.562436669673155e-11,	1.1680390524013033e-12,	6.287618945108233e-13,	1.568397063642246e-11,	1.8306473370241973e-11
1304,	1.21179,	0.118,	0.0,	7.674260354453595e-11,	1.2092546353477818e-12,	6.493307097536459e-13,	1.2965828370395189e-11,	1.8185650889660886e-11
1306,	1.2118549999925494,	0.118,	0.0,	7.627410251270626e-11,	1.2290153876394772e-12,	6.370887176794677e-13,	1.3713025701242222e-11,	1.8305487177829235e-11
1308,	1.21191,	0.118,	0.0,	7.685902706945641e-11,	1.201429728622876e-12,	6.277762766872469e-13,	1.314209595118028e-11,	1.819076577345225e-11
1310,	1.2119949999985098,	0.118,	0.0,	7.734992583198656e-11,	1.2012903797377634e-12,	6.314110806239496e-13,	1.2565094281178667e-11,	1.810846694808662e-11
1312,	1.21204,	0.118,	0.0,	7.667026219626318e-11,	1.1802400367597267e-12,	6.263485365354157e-13,	1.3115812769220208e-11,	1.8254283969006524e-11
1314,	1.2120949999955297,	0.118,	0.0,	7.735578695652788e-11,	1.1847810634974079e-12,	6.52995108226523e-13,	1.2000242633711919e-11,	1.8042258367222947e-11
1316,	1.21214,	0.118,	0.0,	7.732966666854768e-11,	1.1714384622709718e-12,	6.364641026375345e-13,	1.132587179054908e-11,	1.8102564104372772e-11
1318,	1.2121999999970199,	0.118,	0.0,	7.835842061576867e-11,	1.160742575393211e-12,	6.205930650966106e-13,	1.0240323781684587e-11,	1.8126239081460604e-11
1320,	1.21228,	0.118,	0.0,	7.773212192526755e-11,	1.1899554495378487e-12,	6.429474441602125e-13,	1.1184034739986723e-11,	1.849761641217162e-11
1322,	1.2123399999940396,	0.118,	0.0,	7.647918365203957e-11,	1.1770469392176302e-12,	6.312910208299978e-13,	1.349175508898527e-11,	1.8215816314827434e-11
1324,	1.21243,	0.118,	0.0,	7.788099786363823e-11,	1.191946544330212e-12,	6.365470812939027e-13,	1.1756544521134956e-11,	1.8288850070949502e-11
1326,	1.21245499999851,	0.118,	0.0,	7.67954893117874e-11,	1.2087638818990064e-12,	6.261932431617267e-13,	1.3421392115242748e-11,	1.8236165038206002e-11
1328,	1.21253,	0.118,	0.0,	7.671715966071208e-11,	1.1870390529564251e-12,	6.407579885516779e-13,	1.3629367009363922e-11,	1.8234443797767473e-11
1330,	1.2126099999940396,	0.118,	0.0,	7.646881057007908e-11,	1.2057059153675127e-12,	6.385031941390408e-13,	1.455685411062811e-11,	1.8377337260970077e-11
1332,	1.21263,	0.118,	0.0,	7.730559808174586e-11,	1.2140185652313186e-12,	6.450114242622941e-13,	1.1795198134038231e-11,	1.8265126308450192e-11
1334,	1.21265,	0.118,	0.0,	7.575192491939353e-11,	1.1910140154077102e-12,	6.3096e-13,	1.5116597528943155e-11,	1.8216966971034174e-11
1336,	1.21272,	0.118,	0.0,	7.618070221548193e-11,	1.2385017736787347e-12,	6.183856032118316e-13,	1.4252118320489534e-11,	1.8248706125639986e-11
1338,	1.2126550000104308,	0.118,	0.0,	7.752521889507325e-11,	1.1939615373437816e-12,	6.426104133599998e-13,	1.2107428083170938e-11,	1.803279093299262e-11
1340,	1.21267,	0.118,	0.0,	7.695222527218266e-11,	1.1883900918329332e-12,	6.219154964608319e-13,	1.2857963818125017e-11,	1.8145945952718653e-11
1342,	1.2127549999955296,	0.118,	0.0,	7.677214269906595e-11,	1.2225879016009303e-12,	6.3096e-13,	1.352078080530744e-11,	1.819193071856943e-11
1344,	1.21286,	0.118,	0.0,	7.716162733692543e-11,	1.1998946703804163e-12,	6.353801172506903e-13,	1.1574193369470758e-11,	1.8301e-11
1346,	1.2128949999955296,	0.118,	0.0,	7.736013976028052e-11,	1.1924033011020727e-12,	6.268669896227732e-13,	1.194561366582927e-11,	1.8125e-11
1348,	1.21298,	0.118,	0.0,	7.666176337965645e-11,	1.1902966455867638e-12,	6.447776140647219e-13,	1.2990954454994846e-11,	1.8074950670393584e-11
1350,	1.2130699999940395,	0.118,	0.0,	7.751234315677504e-11,	1.2157390526129172e-12,	6.347273385736831e-13,	1.1895171653157848e-11,	1.8102810647200672e-11
1352,	1.21327,	0.118,	0.0,	7.750616559840716e-11,	1.1882568050638791e-12,	6.400687586761796e-13,	1.1269674654786805e-11,	1.8156952682373767e-11
1354,	1.2133249999985098,	0.118,	0.0,	7.705828207129799e-11,	1.2234761330291105e-12,	6.387004941401694e-13,	1.2823822437399836e-11,	1.8283256394744068e-11
1356,	1.21336,	0.118,	0.0,	7.748638466371223e-11,	1.1948660766080792e-12,	6.197011059801214e-13,	1.2598536618180382e-11,	1.8225e-11
1358,	1.2134099999940395,	0.118,	0.0,	7.747161542234419e-11,	1.1820307693067331e-12,	6.146515387968655e-13,	1.211007690104735e-11,	1.8298538459693622e-11
1360,	1.21345,	0.118,	0.0,	7.647768700275885e-11,	1.1955346966673997e-12,	6.244114265794767e-13,	1.3712884490258089e-11,	1.8147040790659923e-11
1362,	1.2135349999955296,	0.118,	0.0,	7.707943193854537e-11,	1.1895950683090431e-12,	6.411926235497378e-13,	1.1954810669067468e-11,	1.8084368839677368e-11
1364,	1.21352,	0.118,	0.0,	7.652665312276193e-11,	1.1854816321083314e-12,	6.356828561061683e-13,	1.2763632550413711e-11,	1.8261836743290395e-11
1366,	1.2135699999970198,	0.118,	0.0,	7.732228492752394e-11,	1.1830217976578451e-12,	6.365460027598204e-13,	1.2511399587257781e-11,	1.8092017205798084e-11
1368,	1.21367,	0.118,	0.0,	7.709183639946542e-11,	1.2038149983635172e-12,	6.344030149465416e-13,	1.3532461515382936e-11,	1.819265287475453e-11
1370,	1.21368500000149,	0.118,	0.0,	7.511772185767115e-11,	1.211747928485708e-12,	6.498786393328606e-13,	1.7808840287757605e-11,	1.8184467449748696e-11
1372,	1.2137,	0.118,	0.0,	7.744344981029968e-11,	1.2225522714191127e-12,	6.561125872179419e-13,	1.3963047332909478e-11,	1.833478106683621e-11
1374,	1.2137899999940396,	0.118,	0.0,	7.707288389921917e-11,	1.2099176354990487e-12,	6.305415218966463e-13,	1.4004564941715253e-11,	1.8067134264551477e-11
1376,	1.21383,	0.118,	0.0,	7.640823674543101e-11,	1.231597636904941e-12,	6.279845564050427e-13,	1.5315e-11,	1.8140976320613286e-11
1378,	1.2138800000059604,	0.118,	0.0,	7.70451597136156e-11,	1.2243581868905074e-12,	6.390203170966548e-13,	1.3730846236267128e-11,	1.8371007910134553e-11
1380,	1.21391,	0.118,	0.0,	7.691e-11,	1.2413005947767988e-12,	6.179818897659642e-13,	1.4131556445014183e-11,	1.815354434374224e-11
1382,	1.2138200000208617,	0.118,	0.0,	7.686045335659446e-11,	1.2489102167246207e-12,	6.2026e-13,	1.2127745838176087e-11,	1.812624222609908e-11
1384,	1.21381,	0.118,	0.0,	7.538731963357221e-11,	1.2070304175522407e-12,	6.218715633932732e-13,	1.4578967063019196e-11,	1.8225e-11
1386,	1.2139099999910594,	0.118,	0.0,	7.7639e-11,	1.23805710938852e-12,	6.198665098527542e-13,	1.1601630240506519e-11,	1.844264505819859e-11
1388,	1.21399,	0.118,	0.0,	7.760521010650304e-11,	1.1947985191713004e-12,	6.19362918525736e-13,	1.1161562056550822e-11,	1.829339843273868e-11
1390,	1.2140749999955296,	0.118,	0.0,	7.690919612683221e-11,	1.1579145616350238e-12,	6.17569165444675e-13,	1.2603199958890155e-11,	1.8224611655474495e-11
1392,	1.21413,	0.118,	0.0,	7.680604780619749e-11,	1.1915606304485496e-12,	6.0966e-13,	1.3177279771700274e-11,	1.8199313321777026e-11
1394,	1.2141900000029802,	0.118,	0.0,	7.729667737316381e-11,	1.2088766275768424e-12,	6.288916731267745e-13,	1.2202702308356993e-11,	1.8318665646216516e-11
1396,	1.21423,	0.118,	0.0,	7.752166665412657e-11,	1.1583384620448885e-12,	6.377789731447554e-13,	1.17970641684599e-11,	1.8123397434390213e-11
1398,	1.2142799999970197,	0.118,	0.0,	7.66812740453468e-11,	1.210857143532381e-12,	6.262299414611745e-13,	1.2203653094262917e-11,	1.8125e-11
1400,	1.21436,	0.118,	0.0,	7.7009880408565e-11,	1.1706491872094488e-12,	6.101523558879575e-13,	1.2331478408860683e-11,	1.80880143509722e-11
1402,	1.2144549999955296,	0.118,	0.0,	7.73435753186039e-11,	1.16114693933348e-12,	6.337940131776655e-13,	1.1804510211335239e-11,	1.815305053917583e-11
1404,	1.21451,	0.118,	0.0,	7.684321241305664e-11,	1.2232901802353847e-12,	6.256064236731993e-13,	1.361746391028007e-11,	1.829357414257098e-11
1406,	1.2145999999970198,	0.118,	0.0,	7.731744506421429e-11,	1.1600448981554187e-12,	6.2693e-13,	1.2724941720677701e-11,	1.8328565597891906e-11
1408,	1.21471,	0.118,	0.0,	7.672725626445518e-11,	1.1763510502232759e-12,	6.161808012202069e-13,	1.4143227153279307e-11,	1.823418417038793e-11
1410,	1.2147649999955297,	0.118,	0.0,	7.683351184556875e-11,	1.1931594672262685e-12,	6.340950900876435e-13,	1.2746e-11,	1.8250997052450904e-11
1412,	1.21481,	0.118,	0.0,	7.620142408413403e-11,	1.1903744573743295e-12,	6.222538463925903e-13,	1.3982149900870533e-11,	1.8178624256529e-11
1414,	1.2148599999940395,	0.118,	0.0,	7.610506490760386e-11,	1.1856401368937809e-12,	6.331018927546054e-13,	1.578261980353738e-11,	1.82939509380422e-11
1416,	1.2149,	0.118,	0.0,	7.7327e-11,	1.181376351842703e-12,	6.2026e-13,	1.2283332752496706e-11,	1.8047945885679502e-11
1418,	1.2149649999955296,	0.118,	0.0,	7.7849e-11,	1.1844538168193508e-12,	6.455359006655589e-13,	1.1135837339355484e-11,	1.8123700958597877e-11
1420,	1.215,	0.118,	0.0,	7.685560743978873e-11,	1.1936653866049192e-12,	6.141176147042669e-13,	1.3020895487069906e-11,	1.8065680466416367e-11
1422,	1.2150699999970198,	0.118,	0.0,	7.738413986901572e-11,	1.1842507286712646e-12,	6.211158051250969e-13,	1.1901527815042756e-11,	1.805342565161965e-11
1424,	1.21507,	0.118,	0.0,	7.705061539836126e-11,	1.1769071004066754e-12,	6.184159953529536e-13,	1.2373365834051254e-11,	1.8068663702579624e-11
1426,	1.21514999999702,	0.118,	0.0,	7.730279112842129e-11,	1.189697571602541e-12,	6.3096e-13,	1.1880645747943408e-11,	1.8147087392911284e-11
1428,	1.21521,	0.118,	0.0,	7.685910947175469e-11,	1.2109e-12,	6.09607632696171e-13,	1.280589344805014e-11,	1.8251097637351682e-11
1430,	1.2152699999940395,	0.118,	0.0,	7.721497781554954e-11,	1.1836613453012373e-12,	6.269439626498232e-13,	1.2751836187155043e-11,	1.8110989772817668e-11
1432,	1.2153,	0.118,	0.0,	7.7452303102523e-11,	1.1698897939938447e-12,	6.332453469013349e-13,	1.2346074935489125e-11,	1.808243439608391e-11
1434,	1.2153799999940396,	0.118,	0.0,	7.6084e-11,	1.1928363908597741e-12,	6.086143756160322e-13,	1.4367855003874891e-11,	1.8e-11
1436,	1.21544,	0.118,	0.0,	7.678384518497897e-11,	1.2150880683485445e-12,	6.227886990151008e-13,	1.2739094675224028e-11,	1.806163708457794e-11
1438,	1.2154999999940395,	0.118,	0.0,	7.625970904897894e-11,	1.2179436391396215e-12,	6.055870922784994e-13,	1.410250904131304e-11,	1.8125e-11
1440,	1.21555,	0.118,	0.0,	7.758949100780998e-11,	1.1975402426132558e-12,	6.104052091123869e-13,	1.2192307873174476e-11,	1.8207840233208182e-11
1442,	1.2156249999955298,	0.118,	0.0,	7.757641747304964e-11,	1.1879096094851925e-12,	6.149134621239061e-13,	1.1049790702869377e-11,	1.8125e-11
1444,	1.21572,	0.118,	0.0,	7.642355715885921e-11,	1.1762085779435996e-12,	6.229942021300608e-13,	1.3142937894072547e-11,	1.8006829387748576e-11
1446,	1.2158849999776482,	0.118,	0.0,	7.701239934620637e-11,	1.1986905406129851e-12,	6.11274643197405e-13,	1.2597858033719066e-11,	1.8011834297196536e-11
1448,	1.21598,	0.118,	0.0,	7.62410969733723e-11,	1.2029293322202358e-12,	6.307051453458609e-13,	1.3257013144526789e-11,	1.8125e-11
1450,	1.2159649999985098,	0.118,	0.0,	7.612529290688227e-11,	1.2006631176311256e-12,	6.085993390585147e-13,	1.3163058935947692e-11,	1.830393094419406e-11
1452,	1.21601,	0.118,	0.0,	7.57780887744814e-11,	1.1947405320073435e-12,	6.354813019254065e-13,	1.529496444506309e-11,	1.8288633138209426e-11
1454,	1.2160999999940396,	0.118,	0.0,	7.682570992850408e-11,	1.233752060769597e-12,	6.366493981606859e-13,	1.5313160152743057e-11,	1.8309481355778298e-11
1456,	1.21615,	0.118,	0.0,	7.7327e-11,	1.2076384639964412e-12,	6.246784634885672e-13,	1.2285846213423671e-11,	1.8125e-11
1458,	1.2161499999940395,	0.118,	0.0,	7.594521424778094e-11,	1.2281134276257403e-12,	6.353543914866882e-13,	1.4499171643953592e-11,	1.8319421861409036e-11
1460,	1.21621,	0.118,	0.0,	7.734330768123866e-11,	1.19193333453248e-12,	6.360777516708696e-13,	1.158626430505346e-11,	1.7953920115682367e-11
1462,	1.2162599999970198,	0.118,	0.0,	7.668899613451511e-11,	1.1932808702231637e-12,	6.056874558055633e-13,	1.295892707306613e-11,	1.8275641022011633e-11
1464,	1.21634,	0.118,	0.0,	7.68050118202954e-11,	1.14339881726508e-12,	6.349094668170225e-13,	1.3693754414976263e-11,	1.8125520713732157e-11
1466,	1.21642,	0.118,	0.0,	7.611879108323867e-11,	1.208864201471706e-12,	6.238943573325709e-13,	1.4434366726357528e-11,	1.8273471393530814e-11
1468,	1.21652,	0.118,	0.0,	7.755577178943333e-11,	1.203620873269411e-12,	6.214323308749985e-13,	1.3410970967329016e-11,	1.8125e-11
1470,	1.2165650000074506,	0.118,	0.0,	7.687447923406969e-11,	1.183029286526481e-12,	6.0206299065559e-13,	1.3669260497001662e-11,	1.829447927968429e-11
1472,	1.21661,	0.118,	0.0,	7.655474058136596e-11,	1.1824040810586063e-12,	6.386854903973388e-13,	1.411017289887554e-11,	1.8384150590404547e-11
1474,	1.2166649999955297,	0.118,	0.0,	7.680488768835487e-11,	1.179219342509344e-12,	6.28428896807508e-13,	1.3536952077144424e-11,	1.8322818634635438e-11
1476,	1.21676,	0.118,	0.0,	7.671255845015765e-11,	1.1934613432452098e-12,	6.291261147271404e-13,	1.3103308320155225e-11,	1.8125e-11
1478,	1.2168199999970197,	0.118,	0.0,	7.699183733244862e-11,	1.1957999027750609e-12,	6.189568827638876e-13,	1.1808982235228393e-11,	1.8120093685104998e-11
1480,	1.21682,	0.118,	0.0,	7.7639e-11,	1.1837654833831176e-12,	6.076049111361705e-13,	1.122297731190795e-11,	1.8016789941697953e-11
1482,	1.2168999999970198,	0.118,	0.0,	7.603452675931291e-11,	1.190518638502863e-12,	6.306230175799619e-13,	1.5465200897996344e-11,	1.81e-11
